Liste aller jemals vergebenen ersten Bubennamen 1984-2020,,,,,
,,,,,
Vorname,,Anzahl,Rang,Anzahl,Rang
Mahir-Selim,Mahir-Selim,1,10.287,-,-
Mahir-Yasin,Mahir-Yasin,1,10.287,-,-
Mahir-Yunus,Mahir-Yunus,1,10.287,1,1.772
Mahmed,Mahmed,1,10.287,-,-
Mahmmud,Mahmmud,1,10.287,-,-
Mahmod,Mahmod,9,2.968,-,-
Mahmood,Mahmood,2,7.058,-,-
Mahmoud,Mahmoud,97,704,5,701
Mahmowd,Mahmowd,1,10.287,-,-
Mahmud,Mahmoud,34,1.340,-,-
Mahmudul,Mahmudul,1,10.287,-,-
Mahmut,Mahmoud,70,864,2,1.219
Mahmutbey,Mahmutbey,1,10.287,-,-
Mahmutcan,Mahmutcan,1,10.287,-,-
Mahmut-Can,Mahmut-Can,2,7.058,-,-
Mahmuthan,Mahmuthan,1,10.287,-,-
Mahmut-Taha,Mahmut-Taha,1,10.287,-,-
Maho,Maho,1,10.287,-,-
Mahol,Mahol,1,10.287,-,-
Mahour,Mahour,1,10.287,-,-
Mahram,Mahram,1,10.287,-,-
Mahran,Mahran,1,10.287,-,-
Mahsar,Mahsar,1,10.287,-,-
Mahser,Mahser,1,10.287,-,-
Mahsoub,Mahsoub,1,10.287,-,-
Mahsud,Mahsud,1,10.287,-,-
Mahsum,Mahsum,2,7.058,-,-
Mahsun,Mahsun,1,10.287,1,1.772
Mahyar,Mahyar,4,4.736,-,-
Mai,Mai,2,7.058,-,-
Maiar,Maiar,1,10.287,-,-
Maic,Mike,2,7.058,-,-
Maicol,Maicol,1,10.287,-,-
Maicon,Maicon,1,10.287,-,-
Maid,Maid,84,767,4,815
Maidar,Maidar,1,10.287,-,-
Maihan,Maihan,5,4.151,-,-
Maijd,Maijd,1,10.287,-,-
Maik,Mike,89,735,5,701
Maikel,Maikel,8,3.186,-,-
Maik-Gary,Maik-Gary,1,10.287,-,-
Maikl,Maikl,1,10.287,-,-
Maik-Leon,Maik-Leon,1,10.287,-,-
Maiko,Maiko,6,3.749,-,-
Maiky,Maiky,1,10.287,-,-
Mailind,Mailind,1,10.287,-,-
Mailo,Mailo,28,1.502,4,815
Maimun,Maimun,1,10.287,-,-
Mair,Mair,1,10.287,-,-
Mair-Ali,Mair-Ali,1,10.287,-,-
Mairbek,Mairbek,3,5.593,-,-
Maisam,Maisam,4,4.736,-,-
Maisara,Maisara,2,7.058,-,-
Maishi,Maishi,1,10.287,-,-
Maison,Maison,2,7.058,-,-
Maitho,Maitho,1,10.287,-,-
Maitreya,Maitreya,1,10.287,-,-
Maiwand,Maiwand,5,4.151,-,-
Maj,Maj,3,5.593,1,1.772
Majan,Majan,2,7.058,-,-
Majar,Majar,1,10.287,-,-
Majd,Majd,3,5.593,-,-
Majdin,Majdin,1,10.287,-,-
Majed,Majed,3,5.593,-,-
Majeed,Majeed,1,10.287,-,-
Majid,Majid,9,2.968,1,1.772
Majk,Majk,1,10.287,-,-
Majlind,Majlind,3,5.593,-,-
Maj-Ludvik,Maj-Ludvik,1,10.287,-,-
Major,Major,1,10.287,-,-
Majus,Majus,1,10.287,-,-
Mak,Mak,39,1.245,8,506
Makaio,Makaio,2,7.058,1,1.772
Makan,Makan,3,5.593,-,-
Makar,Makar,5,4.151,-,-
Makarije,Makarije,1,10.287,-,-
Makarios,Makarios,3,5.593,-,-
Makarius,Makarius,3,5.593,-,-
Makeen,Makeen,2,7.058,-,-
Makin,Makin,1,10.287,-,-
Makoto,Makoto,1,10.287,-,-
Makram,Makram,1,10.287,-,-
Maks,Max,10,2.802,-,-
Maksat,Maksat,1,10.287,-,-
Maksim,Maxim,208,447,19,291
Maksim-Antony,Maksim-Antony,1,10.287,-,-
Maksimilian,Maximilian,21,1.784,1,1.772
Maksimilijan,Maximilian,18,1.971,5,701
Maksimiljan,Maksimiljan,1,10.287,-,-
Maksud,Maksud,2,7.058,1,1.772
Maksym,Maxim,4,4.736,2,1.219
Maksymilian,Maximilian,38,1.259,5,701
Mal,Mal,7,3.427,2,1.219
Malachi,Malachi,1,10.287,-,-
Malachias,Malachias,4,4.736,-,-
Maladho,Maladho,1,10.287,-,-
Malak,Malak,1,10.287,-,-
Malakai,Malakai,3,5.593,2,1.219
Malakhi,Malakhi,1,10.287,-,-
Malaz,Malaz,1,10.287,-,-
Malcolm,Malcolm,9,2.968,1,1.772
Maleek,Maleek,2,7.058,1,1.772
Malek,Malik,82,778,10,426
Maleo,Maleo,3,5.593,1,1.772
Mali,Mali,4,4.736,-,-
Malian,Malian,1,10.287,-,-
Malick,Malick,6,3.749,-,-
Malik,Malik,559,241,79,98
Malík,Malik,1,10.287,-,-
Malik-Anis,Malik-Anis,1,10.287,-,-
Malik-Erol,Malik-Erol,1,10.287,-,-
Malik-Ester,Malik-Ester,1,10.287,-,-
Malikhan,Malikhan,1,10.287,-,-
Malik-Kaan,Malik-Kaan,1,10.287,-,-
Malik-Kazim,Malik-Kazim,1,10.287,-,-
Malik-Musa,Malik-Musa,1,10.287,-,-
Malik-Mustafa,Malik-Mustafa,1,10.287,-,-
Malik-Shakur,Malik-Shakur,1,10.287,-,-
Malik-Sidiki,Malik-Sidiki,1,10.287,-,-
Malin,Malin,5,4.151,1,1.772
Malindu,Malindu,1,10.287,-,-
Malio,Malio,2,7.058,1,1.772
Maliq,Maliq,1,10.287,-,-
Malique,Malique,2,7.058,-,-
Mališa,Mališa,2,7.058,-,-
Malisha,Malisha,1,10.287,-,-
Malja,Malja,1,10.287,1,1.772
Malkit,Malkit,1,10.287,-,-
Malo,Malo,5,4.151,1,1.772
Malocól,Malocól,1,10.287,-,-
Malon,Malon,2,7.058,-,-
Malor,Malor,1,10.287,-,-
Malsor,Malsor,4,4.736,-,-
Malt,Malt,1,10.287,1,1.772
Malte,Malte,40,1.224,2,1.219
Malte-Loan,Malte-Loan,1,10.287,-,-
Malu,Malu,1,10.287,-,-
Maluouro-Daru,Maluouro-Daru,1,10.287,-,-
Malus,Malus,1,10.287,-,-
Maluwabu-Daru,Maluwabu-Daru,1,10.287,-,-
Malvin,Melvin,11,2.647,-,-
Malvinder,Malvinder,1,10.287,-,-
Malwin,Malwin,5,4.151,-,-
Mam,Mam,1,10.287,-,-
Mamadi,Mamadi,1,10.287,-,-
Mamadou,Mamadou,6,3.749,-,-
Mamadoudai,Mamadoudai,1,10.287,-,-
Mamadou-Lamine,Mamadou-Lamine,1,10.287,-,-
Mamdoh,Mamdoh,1,10.287,-,-
Mamdouh,Mamdouh,1,10.287,-,-
Mamo,Mamo,1,10.287,-,-
Mamoun,Mamoun,3,5.593,1,1.772
Mamuka,Mamuka,1,10.287,-,-
Man,Man,1,10.287,1,1.772
Manaen,Menachem,2,7.058,-,-
Manaf,Manaf,2,7.058,-,-
Manar,Manar,4,4.736,1,1.772
Manas,Manas,4,4.736,-,-
Manase,Manase,7,3.427,1,1.772
Manasse,Manasse,4,4.736,-,-
Manav,Manav,5,4.151,-,-
Manavjot,Manavjot,1,10.287,-,-
Manaw,Manaw,1,10.287,-,-
Manbir,Manbir,1,10.287,-,-
Mand,Mand,1,10.287,-,-
Mandakh,Mandakh,1,10.287,-,-
Mandeep,Mandeep,4,4.736,1,1.772
Mandeepe,Mandeep,1,10.287,-,-
Mandela,Mandela,2,7.058,-,-
Mandip,Mandip,1,10.287,-,-
Manduul,Manduul,2,7.058,1,1.772
Mane,Mane,3,5.593,-,-
Maneeu,Maneeu,1,10.287,-,-
Manef,Manef,2,7.058,-,-
Manel,Manel,1,10.287,-,-
Maneli,Maneli,1,10.287,-,-
Maneo,Maneo,2,7.058,-,-
Manes,Manes,7,3.427,-,-
Manès,Manes,3,5.593,-,-
Manes-Alexander,Manes-Alexander,1,10.287,-,-
Manettus,Manettus,1,10.287,-,-
Manfred,Manfred,1.855,115,2,1.219
Manfred-Johann,Manfred-Johann,1,10.287,-,-
Manfred-Karl,Manfred-Karl,1,10.287,-,-
Manfred-Singh,Manfred-Singh,1,10.287,-,-
Mangege,Mangege,1,10.287,-,-
Manggon,Manggon,1,10.287,-,-
Manh,Manh,2,7.058,-,-
Mani,Mani,11,2.647,-,-
Mani-Amaru,Mani-Amaru,1,10.287,-,-
Maniel,Maniel,1,10.287,-,-
Maninderjit,Maninderjit,1,10.287,-,-
Manish,Manish,1,10.287,-,-
Manito,Manito,1,10.287,-,-
Manjap,Manjap,1,10.287,-,-
Manjot,Manjot,9,2.968,-,-
Mankaran,Mankaran,1,10.287,-,-
Mankirat,Mankirat,1,10.287,-,-
Mankirt,Mankirt,2,7.058,-,-
Manmeet,Manmeet,4,4.736,-,-
Mannad,Mannad,1,10.287,-,-
Mannan,Mannan,1,10.287,-,-
Mannix,Mannix,1,10.287,-,-
Mannkaran,Mannkaran,1,10.287,-,-
Mannus,Mannus,1,10.287,-,-
Mano,Mano,2,7.058,-,-
Manoa,Manoa,1,10.287,-,-
Manoah,Manoah,7,3.427,-,-
Manoel,Manoel,9,2.968,-,-
Manoh,Manoh,1,10.287,-,-
Manoj,Manoj,1,10.287,-,-
Manojlo,Manojlo,1,10.287,-,-
Manol,Manol,2,7.058,-,-
Manolis,Manolis,5,4.151,-,-
Manolito,Manolito,4,4.736,2,1.219
Manolo,Manolo,26,1.565,2,1.219
Manop,Manop,1,10.287,-,-
Manou,Manou,2,7.058,-,-
Manouchehr,Manouchehr,1,10.287,-,-
Manparit,Manparit,1,10.287,-,-
Manpreet,Manpreet,5,4.151,-,-
Manprit,Manprit,1,10.287,-,-
Manraj,Manraj,19,1.900,2,1.219
Manrico,Manrico,1,10.287,-,-
Manroop,Manroop,1,10.287,-,-
Mansa,Mansa,1,10.287,-,-
Mansan,Mansan,1,10.287,-,-
Mansehaj,Mansehaj,1,10.287,1,1.772
Mansher,Mansher,1,10.287,-,-
Mansimran,Mansimran,1,10.287,-,-
Mansor,Mansor,1,10.287,-,-
Mansour,Mansur,4,4.736,-,-
Mansur,Mansur,54,1.022,2,1.219
Mansuur,Mansuur,1,10.287,-,-
Mantej,Mantej,1,10.287,-,-
Manu,Manu,8,3.186,-,-
Manú,Manu,1,10.287,-,-
Manu-Anant,Manu-Anant,1,10.287,-,-
Manuchimso,Manuchimso,1,10.287,-,-
Manuel,Manuel,24.166,12,118,70
Mánuel,Manuel,4,4.736,-,-
Manuel-Adrian,Manuel-Adrian,1,10.287,-,-
Manuel-Alexander,Manuel-Alexander,4,4.736,-,-
Manuel-Alois,Manuel-Alois,1,10.287,-,-
Manuel-Andre,Manuel-Andre,1,10.287,-,-
Manuel-Andreas,Manuel-Andreas,2,7.058,-,-
Manuel-Armando,Manuel-Armando,1,10.287,-,-
Manuel-Christian,Manuel-Christian,2,7.058,-,-
Manuel-Christofer,Manuel-Christofer,1,10.287,-,-
Manuel-Christopher,Manuel-Christofer,1,10.287,-,-
Manuel-David,Manuel-David,1,10.287,-,-
Manuele,Manuele,6,3.749,-,-
Manuel-Emilio,Manuel-Emilio,1,10.287,-,-
Manuel-Fernando,Manuel-Fernando,1,10.287,-,-
Manuel-Florinel,Manuel-Florinel,1,10.287,-,-
Manuel-Frederik,Manuel-Frederik,1,10.287,-,-
Manuel-Friedrich,Manuel-Friedrich,1,10.287,-,-
Manuel-Habib,Manuel-Habib,1,10.287,-,-
Manuel-Hermann,Manuel-Hermann,2,7.058,-,-
Manuel-Johann,Manuel-Johann,1,10.287,-,-
Manuel-Josef,Manuel-Josef,1,10.287,-,-
Manuel-Karl,Manuel-Karl,2,7.058,-,-
Manuel-Luca,Manuel-Luca,1,10.287,-,-
Manuel-Mac,Manuel-Mac,1,10.287,-,-
Manuel-Marcel,Manuel-Marcel,1,10.287,-,-
Manuel-Martin,Manuel-Martin,1,10.287,1,1.772
Manuel-Matthias,Manuel-Matthias,1,10.287,-,-
Manuel-Maximilian,Manuel-Maximilian,1,10.287,-,-
Manuel-Mihai,Manuel-Mihai,1,10.287,-,-
Manuel-Nico,Manuel-Nico,1,10.287,-,-
Manuel-Norbert,Manuel-Norbert,1,10.287,-,-
Manuel-Pascal,Manuel-Pascal,1,10.287,-,-
Manuel-Patrick,Manuel-Patrick,2,7.058,-,-
Manuel-Prodan,Manuel-Prodan,1,10.287,-,-
Manuel-Ralph,Manuel-Ralph,2,7.058,-,-
Manuel-Ramon,Manuel-Ramon,1,10.287,-,-
Manuel-Reinhold,Manuel-Reinhold,1,10.287,-,-
Manuel-Robert,Manuel-Robert,2,7.058,-,-
Manuel-Roberto,Manuel-Roberto,1,10.287,-,-
Manuel-Roland,Manuel-Roland,1,10.287,-,-
Manuel-Sebastian,Manuel-Sebastian,1,10.287,-,-
Manuel-Stefan,Manuel-Stefan,1,10.287,-,-
Manuel-Tamino,Manuel-Tamino,1,10.287,-,-
Manuel-Werner,Manuel-Werner,2,7.058,-,-
Manujel,Manujel,1,10.287,-,-
Manuk,Manuk,1,10.287,-,-
Manus,Manus,1,10.287,-,-
Manush,Manush,1,10.287,-,-
Manveen,Manveen,1,10.287,-,-
Manveer,Manveer,9,2.968,2,1.219
Manvik,Manvik,1,10.287,-,-
Manvil,Manvil,3,5.593,-,-
Manvir,Manvir,5,4.151,1,1.772
Manwinder,Manwinder,1,10.287,-,-
Manyol,Manyol,1,10.287,-,-
Manzoor,Manzoor,2,7.058,1,1.772
Manzur,Manzur,1,10.287,-,-
Maor,Maor,2,7.058,-,-
Maracel,Maracel,2,7.058,-,-
Maran,Maran,1,10.287,-,-
Marat,Marat,4,4.736,-,-
Marawan,Marawan,10,2.802,-,-
Marbin,Marbin,1,10.287,-,-
Marbod,Marbod,1,10.287,-,-
Marc,Markus,2.623,93,27,226
Marc-Adrian,Marc-Adrian,1,10.287,-,-
Marc-Alexander,Marc-Alexander,7,3.427,-,-
Marc-Alfons,Marc-Alfons,1,10.287,-,-
Marc-Andre,Marc-André,28,1.502,1,1.772
Marc-André,Marc-André,40,1.224,-,-
Marc-Andrè,Marc-André,1,10.287,-,-
Marc-Andrě,Marc-André,1,10.287,-,-
Marc-Andreas,Marc-Andreas,3,5.593,-,-
Marc-Andrú,Marc-Andrú,1,10.287,-,-
Marc-Anthony,Marc-Anthony,3,5.593,-,-
Marc-Anton,Marc-Anton,4,4.736,-,-
Marc-Antonio,Marc-Antonio,2,7.058,-,-
Marc-Armand,Marc-Armand,1,10.287,-,-
Marc-Armel,Marc-Armel,1,10.287,-,-
Marc-Aurel,Marc-Aurel,4,4.736,-,-
Marc-Benjamin,Marc-Benjamin,1,10.287,-,-
Marc-Christian,Marc-Christian,1,10.287,-,-
Marc-Christophe,Marc-Christophe,1,10.287,-,-
Marc-Christopher,Mark-Christopher,1,10.287,-,-
Marc-Corneliu,Marc-Corneliu,1,10.287,-,-
Marc-Daniel,Marc-Daniel,2,7.058,-,-
Marc-David,Marc-David,4,4.736,-,-
Marc-Denis,Marc-Denis,1,10.287,-,-
Marcel,Marcel,13.057,32,93,85
Marćel,Marcel,1,10.287,-,-
Marcel-Alexander,Marcel-Alexander,1,10.287,-,-
Marcel-Alexsander,Marcel-Alexsander,1,10.287,-,-
Marcel-Alfred,Marcel-Alfred,1,10.287,-,-
Marcel-Ambros,Marcel-Ambros,1,10.287,-,-
Marcel-Andre,Marcel-André,2,7.058,-,-
Marcel-André,Marcel-André,5,4.151,-,-
Marcel-Andreas,Marcel-Andreas,2,7.058,-,-
Marcel-Angelo,Marcel-Angelo,1,10.287,-,-
Marcel-Christofer,Marcel-Christofer,1,10.287,-,-
Marcel-Christoph,Marcel-Christoph,1,10.287,-,-
Marcel-Christopher,Marcel-Christopher,1,10.287,-,-
Marcel-Colin,Marcel-Colin,1,10.287,-,-
Marcel-Daniel,Marcel-Daniel,2,7.058,-,-
Marcel-Dominic,Marcel-Dominic,1,10.287,-,-
Marcelé,Marcelé,1,10.287,-,-
Marcel-Elias,Marcel-Elias,2,7.058,-,-
Marcel-Eric,Marcel-Eric,1,10.287,-,-
Marcel-Erwin,Marcel-Erwin,1,10.287,-,-
Marcel-Fabian,Marcel-Fabian,1,10.287,-,-
Marcel-Fabio,Marcel-Fabio,2,7.058,-,-
Marcel-Filip,Marcel-Filip,1,10.287,-,-
Marcel-Franz,Marcel-Franz,2,7.058,-,-
Marc-Elias,Marc-Elias,1,10.287,-,-
Marcelino,Marcellino,11,2.647,-,-
Marcel-Jan,Marcel-Jan,1,10.287,-,-
Marcel-Jason,Marcel-Jason,1,10.287,-,-
Marcel-Johann,Marcel-Johann,1,10.287,-,-
Marcel-Johannes,Marcel-Johannes,1,10.287,-,-
Marcel-Julian,Marcel-Julian,1,10.287,-,-
Marcel-Jürgen,Marcel-Jürgen,1,10.287,-,-
Marcell,Marcel,315,350,16,320
Marcell-Alexander,Marcell-Alexander,1,10.287,-,-
Marcelle,Marcelle,2,7.058,-,-
Marcel-Leon,Marcel-Leon,2,7.058,-,-
Marcellino,Marcellino,13,2.407,-,-
Marcellinus,Marcellino,2,7.058,-,-
Marcellni,Marcellni,1,10.287,-,-
Marcello,Marcel,171,503,-,-
Marcello-Leon,Marcello-Leon,1,10.287,-,-
Marcello-Ozan,Marcello-Ozan,1,10.287,-,-
Marcel-Lorenz,Marcel-Lorenz,1,10.287,-,-
Marcell-Ricardo,Marcell-Ricardo,1,10.287,-,-
Marcel-Luca,Marcel-Luca,3,5.593,-,-
Marcel-Ludwig,Marcel-Ludwig,1,10.287,-,-
Marcel-Lukas,Marcel-Lukas,2,7.058,-,-
Marcellus,Marcellus,5,4.151,-,-
Marcel-Manfred,Marcel-Manfred,1,10.287,-,-
Marcel-Mario,Marcel-Mario,1,10.287,-,-
Marcel-Martin,Marcel-Martin,1,10.287,-,-
Marcel-Matthias,Marcel-Matthias,1,10.287,-,-
Marcel-Mauricio,Marcel-Mauricio,1,10.287,-,-
Marcel-Maximilian,Marcel-Maximilian,2,7.058,-,-
Marcel-Mei-Luo,Marcel-Mei-Luo,1,10.287,-,-
Marcel-Modest,Marcel-Modest,1,10.287,-,-
Marcel-Moreno,Marcel-Moreno,1,10.287,-,-
Marcel-Morice,Marcel-Morice,1,10.287,-,-
Marcel-Nicola,Marcel-Nicola,1,10.287,-,-
Marcel-Noel,Marcel-Noel,1,10.287,-,-
Marcelo,Marcel,46,1.131,2,1.219
Marcelo-Ernesto,Marcelo-Ernesto,1,10.287,-,-
Marcelo-Giuseppe,Marcelo-Giuseppe,1,10.287,-,-
Marcel-Patrick,Marcel-Patrick,1,10.287,-,-
Marcel-Paul,Marcel-Paul,1,10.287,-,-
Marcel-Peter,Marcel-Peter,1,10.287,-,-
Marcel-Philip,Marcel-Philip,2,7.058,-,-
Marcel-Philipp,Marcel-Philip,2,7.058,-,-
Marcel-Philippe,Marcel-Philippe,1,10.287,-,-
Marcel-Phillip,Marcel-Philip,1,10.287,-,-
Marcel-Raphael,Marcel-Raphael,2,7.058,-,-
Marcel-René,Marcel-René,1,10.287,-,-
Marcel-Roland,Marcel-Roland,2,7.058,-,-
Marcel-Sascha,Marcel-Sascha,1,10.287,-,-
Marcel-Sebastian,Marcel-Sebastian,1,10.287,-,-
Marcel-Simon,Marcel-Simon,1,10.287,-,-
Marcel-Thor,Marcel-Thor,1,10.287,-,-
Marcel-Vincent,Marcel-Vincent,1,10.287,-,-
Marcel-Vinzenz,Marcel-Vinzenz,1,10.287,-,-
Marcel-Wolfgang,Marcel-Wolfgang,2,7.058,-,-
Marc-Emanuel,Marc-Emanuel,1,10.287,-,-
Marc-Emilian,Marc-Emilian,1,10.287,-,-
Marc-Eric,Marc-Eric,1,10.287,-,-
Marces,Marces,2,7.058,-,-
Marc-Ethan,Marc-Ethan,1,10.287,-,-
Marc-Francis,Marc-Francis,1,10.287,-,-
Marc-Frederic,Marc-Frederic,1,10.287,-,-
Marc-Georg,Marc-Georg,1,10.287,-,-
Marcgeritt,Marcgeritt,1,10.287,-,-
Marc-Hannes,Marc-Hannes,1,10.287,-,-
Marc-Heinz,Marc-Heinz,1,10.287,-,-
Marchello,Marchello,3,5.593,-,-
Marcial,Marcial,3,5.593,-,-
Marc-Ian,Marc-Ian,1,10.287,-,-
Marcián,Marcián,1,10.287,-,-
Marcian-Julius,Marcian-Julius,1,10.287,-,-
Marciano,Marciano,1,10.287,-,-
Marcien,Marcien,1,10.287,-,-
Marcin,Marcin,3,5.593,-,-
Marcio,Marcio,2,7.058,-,-
Marc-Jeremy,Marc-Jeremy,1,10.287,-,-
Marc-Joel,Marc-Joel,3,5.593,-,-
Marc-Johannes,Marc-Johannes,1,10.287,-,-
Marc-Josef,Marc-Josef,1,10.287,-,-
Marc-Julian,Marc-Julian,3,5.593,-,-
Marc-Julien,Marc-Julien,1,10.287,-,-
Marc-Jürgen,Marc-Jürgen,1,10.287,-,-
Marc-Justin,Marc-Justin,1,10.287,-,-
Marc-Kevin,Marc-Kevin,5,4.151,-,-
Marc-Kurt,Marc-Kurt,1,10.287,-,-
Marc-Lennart,Marc-Lennart,1,10.287,-,-
Marc-Leon,Marc-Leon,11,2.647,-,-
Marc-Léon,Marc-Leon,1,10.287,-,-
Marc-Lester,Marc-Lester,1,10.287,-,-
Marc-Levy,Marc-Levy,1,10.287,-,-
Marc-Liam,Marc-Liam,1,10.287,-,-
Marc-Lorenz,Marc-Lorenz,1,10.287,1,1.772
Marc-Louis,Marc-Louis,1,10.287,-,-
Marc-Luca,Marc-Luca,1,10.287,-,-
Marc-Luis,Marc-Luis,1,10.287,-,-
Marc-Lukas,Marc-Lukas,1,10.287,-,-
Marc-Manfred,Marc-Manfred,1,10.287,-,-
Marc-Manuel,Marc-Manuel,1,10.287,-,-
Marc-Maurice,Marc-Maurice,1,10.287,-,-
Marc-Michael,Marc-Michael,5,4.151,-,-
Marc-Milan,Marc-Milan,1,10.287,-,-
Marc-Noel,Marc-Noel,1,10.287,-,-
Marco,Markus,9.133,40,70,109
Marco-Alessandro,Marco-Alessandro,1,10.287,-,-
Marco-Alessio,Marco-Alessio,1,10.287,-,-
Marco-Alexander,Marco-Alexander,3,5.593,-,-
Marco-Antonio,Marco-Antonio,1,10.287,-,-
Marco-Aurelio,Marco-Aurelio,1,10.287,-,-
Marco-Benito,Marco-Benito,2,7.058,-,-
Marco-Christian,Marco-Christian,2,7.058,-,-
Marco-Christopher,Marco-Christopher,1,10.287,-,-
Marco-Claudius,Marco-Claudius,1,10.287,-,-
Marco-Diego,Marco-Diego,1,10.287,-,-
Marco-Dominic,Marco-Dominic,1,10.287,-,-
Marco-Elias,Marco-Elias,1,10.287,-,-
Marco-Emanuel,Marco-Emanuel,1,10.287,-,-
Marco-Fabian,Marco-Fabian,1,10.287,-,-
Marco-Fabrice,Marco-Fabrice,1,10.287,-,-
Marco-Gojko,Marco-Gojko,1,10.287,-,-
Marco-Helmut,Marco-Helmut,2,7.058,-,-
Marco-Heribert,Marco-Heribert,1,10.287,-,-
Marco-Ionut,Marco-Ionut,1,10.287,-,-
Marco-Jan,Marco-Jan,1,10.287,-,-
Marco-Josef,Marco-Josef,1,10.287,-,-
Marco-Leon,Marco-Leon,1,10.287,1,1.772
Marc-Oliver,Marc-Oliver,6,3.749,-,-
Marco-Manuel,Marco-Manuel,1,10.287,-,-
Marco-Marcel,Marco-Marcel,3,5.593,-,-
Marco-Maurice,Marco-Maurice,1,10.287,-,-
Marco-Maximilian,Marco-Maximilian,1,10.287,-,-
Marco-Michael,Marco-Michael,5,4.151,-,-
Marco-Nino,Marco-Nino,1,10.287,-,-
Marco-Noah,Marco-Noah,1,10.287,-,-
Marco-Noel,Marco-Noel,1,10.287,-,-
Marco-Norbert,Marco-Norbert,1,10.287,-,-
Marco-Peter,Marco-Peter,1,10.287,-,-
Marco-Philippe,Marco-Philippe,1,10.287,-,-
Marco-René,Marco-René,2,7.058,-,-
Marco-Rudolf,Marco-Rudolf,1,10.287,-,-
Marcos,Markus,13,2.407,-,-
Marco-Sebastian,Marco-Sebastian,4,4.736,-,-
Marco-Ulrich,Marco-Ulrich,1,10.287,-,-
Marco-Valerio,Marco-Valerio,1,10.287,-,-
Marco-Vincenzo,Marco-Vincenzo,1,10.287,-,-
Marco-William,Marco-William,1,10.287,-,-
Marc-Patrick,Marc-Patrick,1,10.287,-,-
Marc-Paul,Marc-Paul,1,10.287,-,-
Marc-Pepe,Marc-Pepe,1,10.287,-,-
Marc-Peter,Marc-Peter,2,7.058,-,-
Marc-Philip,Marc-Philipp,4,4.736,-,-
Marc-Philipp,Marc-Philipp,11,2.647,-,-
Marc-Philippe,Marc-Philippe,2,7.058,-,-
Marc-Phillip,Marc-Philipp,2,7.058,-,-
Marc-Phillipp,Marc-Phillipp,1,10.287,-,-
Marc-Pierre,Marc-Pierre,1,10.287,-,-
Marc-Rafael,Marc-Rafael,1,10.287,-,-
Marc-Raphael,Marc-Raphael,1,10.287,-,-
Marc-René,Marc-René,1,10.287,-,-
Marc-Richard,Marc-Richard,1,10.287,-,-
Marc-Ryan,Marc-Ryan,1,10.287,-,-
Marc-Sebastian,Marc-Sebastian,1,10.287,-,-
Marc-Stefan,Marc-Stefan,1,10.287,-,-
Marc-Steve,Marc-Steve,1,10.287,-,-
Marc-Terence,Marc-Terence,1,10.287,-,-
Marc-Thomas,Marc-Thomas,1,10.287,-,-
Marc-Tobias,Marc-Tobias,2,7.058,-,-
Marcu,Marcu,3,5.593,1,1.772
Marcus,Markus,1.359,137,12,382
Marcus-Alexander,Markus-Alexander,1,10.287,-,-
Marcus-Alexandru,Marcus-Alexandru,1,10.287,-,-
Marcus-Christian,Marcus-Christian,1,10.287,-,-
Marcus-Constantine,Marcus-Constantine,1,10.287,-,-
Marcus-Dominic,Marcus-Dominic,1,10.287,-,-
Marcus-Helmuth,Marcus-Helmuth,1,10.287,-,-
Marcus-Iosif,Marcus-Iosif,1,10.287,-,-
Marcus-Julius,Marcus-Julius,1,10.287,-,-
Marcus-Lorenzo,Marcus-Lorenzo,1,10.287,-,-
Marcus-Luis,Marcus-Luis,1,10.287,-,-
Marcus-Michael,Marcus-Michael,1,10.287,-,-
Marcus-Nicolai,Marcus-Nicolai,1,10.287,-,-
Marcus-Rene,Marcus-Rene,1,10.287,-,-
Marcu-Stefan,Marcu-Stefan,1,10.287,-,-
Marcus-Thomas,Marcus-Thomas,1,10.287,-,-
Marc-Vivian,Marc-Vivian,1,10.287,-,-
Marc-William,Marc-William,1,10.287,-,-
Mardochai,Mardochai,1,10.287,-,-
Mardy,Mardy,1,10.287,-,-
Marek,Markus,33,1.368,3,969
Maren,Maren,1,10.287,-,-
Mares,Mares,2,7.058,-,-
Marfri-Jay,Marfri-Jay,1,10.287,-,-
Margad,Margad,5,4.151,-,-
Marian,Marian,449,278,4,815
Marián,Marian,3,5.593,-,-
Marian-Angelo,Marian-Angelo,1,10.287,-,-
Marian-Daniel,Marian-Daniel,1,10.287,-,-
Mariano,Marian,18,1.971,1,1.772
Maridul,Maridul,1,10.287,-,-
Marijan,Marian,84,767,2,1.219
Marijan-Charly,Marijan-Charly,1,10.287,-,-
Marijel,Marijel,1,10.287,-,-
Marijn,Marijn,1,10.287,-,-
Marijo,Mario,15,2.212,1,1.772
Marik,Marik,2,7.058,-,-
Marin,Marin,105,666,2,1.219
Marinko,Marinko,8,3.186,2,1.219
Marino,Marin,54,1.022,3,969
Marinos,Marinos,1,10.287,-,-
Marinus,Marinus,13,2.407,-,-
Mario,Mario,11.790,34,66,112
Mário,Mario,1,10.287,-,-
Mario-Alberto,Mario-Alberto,1,10.287,-,-
Mario-Alexander,Mario-Alexander,2,7.058,-,-
Mario-Alin,Mario-Alin,1,10.287,-,-
Mario-Andreas,Mario-Andreas,1,10.287,-,-
Mario-Andrei,Mario-Andrei,1,10.287,-,-
Mario-Angelo,Mario-Angelo,1,10.287,-,-
Mario-Antonio,Mario-Antonio,1,10.287,-,-
