Liste aller jemals vergebenen ersten Mädchennamen 1984-2020,,,,,
,,,,,
Vorname,,Anzahl,Rang,Anzahl,Rang
Luise-Charlotte,Luise-Charlotte,1,11.285,-,-
Luise-Lilith,Luise-Lilith,1,11.285,-,-
Luiselotte,Luiselotte,1,11.285,-,-
Luise-Maria,Luise-Maria,2,7.847,-,-
Luise-Marie,Luisa-Marie,3,6.297,-,-
Luisianne,Luisianne,1,11.285,-,-
Luitgard,Luitgard,2,7.847,-,-
Luiza,Luisa,35,1.552,3,1.027
Luiza-Abigail,Luiza-Abigail,1,11.285,1,1.853
Luiza-Elena,Luiza-Elena,1,11.285,-,-
Luiza-Gabriela,Luiza-Gabriela,1,11.285,1,1.853
Luiza-Maria,Luiza-Maria,2,7.847,-,-
Luja,Luja,2,7.847,-,-
Lujain,Lujain,12,2.905,3,1.027
Lujaina,Lujaina,1,11.285,-,-
Lujein,Lujein,2,7.847,1,1.853
Lujen,Lujen,1,11.285,-,-
Lujza,Lujza,5,4.717,-,-
Lujzi,Lujzi,1,11.285,-,-
Luka,Luca,18,2.286,2,1.301
Luka-Lina,Luka-Lina,1,11.285,-,-
Lu-Katharina,Lu-Katharina,1,11.285,-,-
Lukeria,Lukeria,1,11.285,-,-
Lukia,Lukia,1,11.285,-,-
Lukijana,Lukijana,1,11.285,-,-
Lukka,Lukka,1,11.285,-,-
Lukretia,Lukretia,2,7.847,-,-
Lukrezia,Lukrezia,1,11.285,1,1.853
Lula,Lula,3,6.297,-,-
Lulaw,Lulaw,1,11.285,-,-
Lule,Lule,2,7.847,-,-
Lulia,Lulia,3,6.297,-,-
Luljeta,Luljeta,6,4.246,-,-
Lulu,Lulu,1,11.285,-,-
Luluah,Luluah,1,11.285,-,-
Lulwah,Lulwah,1,11.285,-,-
Lulya,Lulya,2,7.847,-,-
Luma,Luma,2,7.847,-,-
Lumara,Lumara,2,7.847,-,-
Lumea,Lumea,2,7.847,-,-
Lumen,Lumen,4,5.342,-,-
Lumi,Lumi,17,2.352,5,737
Lumia,Lumia,1,11.285,-,-
Lumi-Maria,Lumi-Maria,1,11.285,-,-
Lumina,Lumina,1,11.285,-,-
Luminita,Luminita,1,11.285,-,-
Lumira,Lumira,1,11.285,-,-
Lumnije,Lumnije,1,11.285,-,-
Lumturie,Lumturie,1,11.285,-,-
Lumturije,Lumturije,1,11.285,-,-
Luna,Luna,872,221,78,89
Luna-Alyssa,Luna-Alyssa,1,11.285,-,-
Luna-Amina,Luna-Amina,1,11.285,-,-
Luna-Amira,Luna-Amira,1,11.285,-,-
Luna-Aynara,Luna-Aynara,1,11.285,-,-
Lunabelle,Lunabelle,1,11.285,-,-
Luna-Blanca,Luna-Blanca,1,11.285,-,-
Luna-Chiara,Luna-Chiara,1,11.285,-,-
Luna-Colleen,Luna-Colleen,1,11.285,-,-
Luna-Denise,Luna-Denise,1,11.285,-,-
Luna-Elisabeth,Luna-Elisabeth,1,11.285,-,-
Luna-Fabienne,Luna-Fabienne,1,11.285,-,-
Luna-Isabel,Luna-Isabel,1,11.285,-,-
Luna-Janina,Luna-Janina,1,11.285,-,-
Luna-Josseline,Luna-Josseline,1,11.285,-,-
Luna-Joy,Luna-Joy,1,11.285,-,-
Luna-Karolina,Luna-Karolina,1,11.285,-,-
Luna-Kiara,Luna-Kiara,1,11.285,-,-
Luna-Lauren,Luna-Lauren,1,11.285,-,-
Luna-Leandra,Luna-Leandra,1,11.285,-,-
Luna-Lisa,Luna-Lisa,1,11.285,-,-
Luna-Luisa,Luna-Luisa,2,7.847,-,-
Luna-Mae,Luna-Mae,4,5.342,-,-
Luna-Maria,Luna-Maria,3,6.297,-,-
Lunamarie,Lunamarie,1,11.285,-,-
Luna-Marie,Luna-Marie,12,2.905,-,-
Luna-May,Luna-May,1,11.285,-,-
Luna-Mia,Luna-Mia,1,11.285,-,-
Luna-Naemi,Luna-Naemi,1,11.285,-,-
Luna-Sanya,Luna-Sanya,1,11.285,-,-
Luna-Sofie,Luna-Sofie,2,7.847,-,-
Luna-Sophie,Luna-Sophie,5,4.717,1,1.853
Luna-Valentina,Luna-Valentina,1,11.285,-,-
Lunetta,Lunetta,1,11.285,-,-
Lunia,Lunia,1,11.285,-,-
Luo,Luo,1,11.285,-,-
Lúonie,Lúonie,2,7.847,-,-
Luoxi,Luoxi,1,11.285,-,-
Lupita,Lupita,2,7.847,-,-
Lura,Lura,8,3.604,1,1.853
Lurd,Lurd,1,11.285,-,-
Lurin,Lurin,2,7.847,-,-
Lusa,Lusa,1,11.285,-,-
Lusanna,Lusanna,1,11.285,-,-
Lusi,Lusi,3,6.297,1,1.853
Lüsi,Lüsi,1,11.285,-,-
Lusia,Lusia,20,2.145,1,1.853
Lusia-Emily,Lusia-Emily,1,11.285,-,-
Lusiana,Lusiana,2,7.847,-,-
Lusija,Lusija,3,6.297,1,1.853
Lusin,Lusin,1,11.285,-,-
Lusinda,Lusinda,2,7.847,-,-
Lusine,Lusine,4,5.342,1,1.853
Lussy,Lucia,2,7.847,-,-
Lusy,Lusy,1,11.285,-,-
Lusyana,Lusyana,1,11.285,1,1.853
Lutetia,Lutetia,1,11.285,-,-
Lutfije,Lutfije,1,11.285,-,-
Lutfiye,Lutfiye,1,11.285,-,-
Lütfiye,Lütfiye,5,4.717,-,-
Lütfiye-Sude,Lütfiye-Sude,1,11.285,-,-
Lütvie,Lütvie,1,11.285,-,-
Lutvija,Lutvija,1,11.285,-,-
Lutvije,Lutvije,1,11.285,-,-
Luul,Luul,2,7.847,-,-
Luvina,Luvina,1,11.285,-,-
Luvleen,Luvleen,1,11.285,-,-
Lux,Lux,2,7.847,-,-
Luxandra,Luxandra,1,11.285,1,1.853
Luxi,Luxi,1,11.285,-,-
Luyan,Luyan,1,11.285,-,-
Luysa-Maria,Luysa-Maria,1,11.285,-,-
Luyue,Luyue,1,11.285,-,-
Luz,Luz,5,4.717,2,1.301
Luz-Evangelina,Luz-Evangelina,1,11.285,-,-
Luzi,Lucia,1,11.285,-,-
Luzia,Lucia,290,425,24,248
Luzia-Anna,Luzia-Anna,1,11.285,-,-
Luzia-Franziska,Luzia-Franziska,1,11.285,-,-
Luziah,Luziah,1,11.285,-,-
Luzie,Lucia,17,2.352,-,-
Luz-Maria,Luz-Maria,1,11.285,-,-
Luzy,Luzy,1,11.285,-,-
Ly,Ly,1,11.285,-,-
Lya,Lya,25,1.882,1,1.853
Lyah,Lyah,2,7.847,1,1.853
Lyam,Lyam,1,11.285,-,-
Lyan,Lyan,1,11.285,-,-
Lyana,Lyana,7,3.894,3,1.027
Lyann,Lyann,3,6.297,-,-
Ly-Ann,Ly-Ann,2,7.847,-,-
Lyanna,Lyanna,6,4.246,-,-
Lyanne,Lyanne,2,7.847,-,-
Lyara,Lyara,1,11.285,-,-
Lya-Sophie,Lya-Sophie,1,11.285,-,-
Lyca,Lyca,1,11.285,-,-
Lydia,Lydia,1.190,191,16,333
Lydia-Aurelia,Lydia-Aurelia,1,11.285,-,-
Lydia-Elisabeth,Lydia-Elisabeth,1,11.285,-,-
Lydia-Iduna,Lydia-Iduna,1,11.285,-,-
Lydia-Katharina,Lydia-Katharina,1,11.285,-,-
Lydia-Marie,Lydia-Marie,2,7.847,-,-
Lydian,Lydian,1,11.285,-,-
Lydiana,Lydiana,1,11.285,-,-
Lydia-Sofie,Lydia-Sofie,1,11.285,-,-
Lydia-Sophia,Lydia-Sophia,1,11.285,-,-
Lydia-Sophie,Lydia-Sophie,1,11.285,-,-
Lydia-Timea,Lydia-Timea,1,11.285,-,-
Lydia-Valentina,Lydia-Valentina,1,11.285,-,-
Lydvine-Hoppe,Lydvine-Hoppe,1,11.285,-,-
Lyen,Lyen,1,11.285,-,-
Lyenna,Lyenna,1,11.285,-,-
Lyesha,Lyesha,1,11.285,-,-
Lygia,Lygia,1,11.285,-,-
Lykka,Lykka,2,7.847,-,-
Lyla,Lejla,10,3.195,-,-
Lylah,Lylah,1,11.285,-,-
Lylian,Lylian,1,11.285,-,-
Lylla,Lylla,1,11.285,-,-
Lymar,Lymar,1,11.285,-,-
Lyn,Lynn,14,2.668,-,-
Lyna,Lyna,8,3.604,1,1.853
Lynara,Lynara,1,11.285,-,-
Lynda,Linda,1,11.285,-,-
Lyndrea,Lyndrea,1,11.285,-,-
Lyne,Lyne,1,11.285,-,-
Lynea,Lynea,1,11.285,-,-
Lynet,Lynet,1,11.285,-,-
Lynette,Lynette,16,2.456,-,-
Lynn,Lynn,66,1.053,4,854
Lynnette,Lynette,1,11.285,-,-
Lynnia,Lynnia,1,11.285,-,-
Lynn-Josefine,Lynn-Josefine,1,11.285,-,-
Lynn-Marie,Lynn-Marie,1,11.285,-,-
Lynn-Sofia,Lynn-Sofia,1,11.285,-,-
Lynn-Sophie,Lynn-Sophie,3,6.297,-,-
Lynn-Zoé,Lynn-Zoé,1,11.285,-,-
Lyra,Lyra,10,3.195,1,1.853
Lyria,Lyria,1,11.285,1,1.853
Lyrica,Lyrica,1,11.285,-,-
Lysan,Lysan,1,11.285,-,-
Lysandra,Lysandra,1,11.285,-,-
Lysann,Lisanne,3,6.297,-,-
Lysanne,Lisanne,2,7.847,1,1.853
Lysiane,Lysiane,1,11.285,-,-
Lyubawa,Lyubawa,1,11.285,-,-
Lyudmila,Lyudmila,1,11.285,-,-
Lyv,Lyv,1,11.285,-,-
Lyvia,Lyvia,1,11.285,-,-
Lyz,Lyz,1,11.285,-,-
Lyza-Marie,Lyza-Marie,1,11.285,-,-
Ma,Ma,1,11.285,-,-
Maab,Maab,2,7.847,-,-
Maahum,Maahum,1,11.285,-,-
Maaida,Maaida,2,7.847,-,-
Maaike,Maaike,5,4.717,-,-
Maaiken,Maiken,1,11.285,-,-
Maanvi,Maanvi,1,11.285,-,-
Maanya,Maanya,1,11.285,-,-
Maari,Maari,1,11.285,-,-
Maarit,Marita,3,6.297,-,-
Maariyah,Marie,1,11.285,-,-
Maat-Maria,Maat-Maria,1,11.285,-,-
Maayan,Maayan,3,6.297,-,-
Mabel,Mabel,10,3.195,1,1.853
Mabele,Mabele,1,11.285,-,-
Mabella,Mabella,2,7.847,-,-
Mabelle,Mabelle,1,11.285,-,-
Mabsud,Mabsud,1,11.285,-,-
Mab-Suda,Mab-Suda,1,11.285,-,-
Mabsuud,Mabsuud,1,11.285,-,-
Macarena,Macarena,3,6.297,1,1.853
Macey,Macey,2,7.847,-,-
Macey-Liara,Macey-Liara,1,11.285,-,-
Macherabonu,Macherabonu,1,11.285,-,-
Machnos,Machnos,1,11.285,-,-
Macide,Macide,1,11.285,-,-
Macie,Macie,1,11.285,-,-
Macire,Macire,1,11.285,-,-
Mackenzie,Mackenzie,5,4.717,-,-
Macy,Macy,5,4.717,-,-
Mada,Mada,1,11.285,-,-
Madaleine,Magdalena,2,7.847,-,-
Madalen,Magdalena,1,11.285,-,-
Madalena,Magdalena,13,2.775,-,-
Madalina,Mădălina,2,7.847,-,-
Mădălina,Mădălina,4,5.342,-,-
Mădălina-Andreea,Mădălina-Andreea,1,11.285,-,-
Mädchen,Mädchen,1,11.285,-,-
Maddalen,Maddalen,1,11.285,-,-
Maddalena,Magdalena,16,2.456,-,-
Maddison,Maddison,2,7.847,-,-
Maddy,Maddy,3,6.297,-,-
Madea,Madea,1,11.285,-,-
Madelaine,Magdalena,99,824,-,-
Madelaine-Christin,Madelaine-Christin,1,11.285,-,-
Madelaine-Isabelle,Madelaine-Isabelle,1,11.285,-,-
Madelainne,Magdalena,1,11.285,-,-
Madelanie,Madelanie,1,11.285,-,-
Madelein,Magdalena,7,3.894,-,-
Madeleine,Magdalena,1.355,179,20,282
Madeleine-Alice,Madeleine-Alice,1,11.285,-,-
Madeleine-Annabelle,Madeleine-Annabelle,1,11.285,-,-
Madeleine-Cheyenne,Madeleine-Cheyenne,1,11.285,-,-
Madeleine-Isabell,Madeleine-Isabell,1,11.285,-,-
Madeleine-Jolie,Madeleine-Jolie,1,11.285,-,-
Madeleine-Kathrin,Madeleine-Kathrin,1,11.285,-,-
Madeleine-Loreen,Madeleine-Loreen,2,7.847,-,-
Madeleine-Louise,Madeleine-Louise,1,11.285,-,-
Madeleine-Marie,Madeleine-Marie,2,7.847,-,-
Madeleine-Sophie,Madeleine-Sophie,1,11.285,-,-
Madeleine-Therese,Madeleine-Therese,1,11.285,-,-
Madeleine-Viktoria,Madeleine-Viktoria,1,11.285,-,-
Madelen,Magdalena,5,4.717,-,-
Madelene,Magdalena,23,1.964,-,-
Madeliene,Magdalena,3,6.297,-,-
Madelin,Magdalena,2,7.847,-,-
Madelina,Madelina,1,11.285,-,-
Madelinde,Madelinde,1,11.285,-,-
Madeline,Magdalena,97,842,2,1.301
Madelyn,Magdalena,4,5.342,-,-
Madelyne,Madelyne,1,11.285,-,-
Madelynne,Madelynne,1,11.285,-,-
Madena,Madena,3,6.297,1,1.853
Madevi,Madevi,1,11.285,-,-
Madgeanna,Madgeanna,1,11.285,-,-
Madhavi,Madhavi,1,11.285,-,-
Madia,Madia,1,11.285,-,-
Madiana,Madiana,1,11.285,-,-
Madicken,Madicken,1,11.285,-,-
Madiha,Madiha,6,4.246,-,-
Madilyne,Madilyne,1,11.285,-,-
Madina,Medina,62,1.097,2,1.301
Madine,Madine,3,6.297,1,1.853
Madison,Madison,25,1.882,1,1.853
Madison-Joleen,Madison-Joleen,1,11.285,-,-
Madita,Madita,193,546,9,479
Madita-Andrea,Madita-Andrea,1,11.285,-,-
Madita-Linda,Madita-Linda,1,11.285,-,-
Madita-Magdalena,Madita-Magdalena,1,11.285,-,-
Maditz,Maditz,1,11.285,-,-
Madlaina,Madlaina,1,11.285,-,-
Madlaine,Magdalena,10,3.195,-,-
Madleen,Magdalena,110,777,5,737
Madleen-Nadine,Madleen-Nadine,1,11.285,-,-
Madleen-Therese,Madleen-Therese,1,11.285,-,-
Madlein,Magdalena,3,6.297,-,-
Madleine,Magdalena,62,1.097,-,-
Madleine-Christin,Madleine-Christin,1,11.285,-,-
Madleine-Sophie,Madleine-Sophie,1,11.285,-,-
Madlen,Magdalena,723,253,26,230
Madlena,Magdalena,14,2.668,-,-
Madlene,Magdalena,162,615,-,-
Madléne,Magdalena,1,11.285,-,-
Madlen-Elise,Madlen-Elise,1,11.285,-,-
Madlene-Nadine,Madlene-Nadine,1,11.285,-,-
Madlen-Laura,Madlen-Laura,1,11.285,-,-
Madlen-Sophie,Madlen-Sophie,1,11.285,-,-
Madlen-Yvonne,Madlen-Yvonne,1,11.285,-,-
Madlin,Magdalena,21,2.073,-,-
Madlina,Madlina,2,7.847,-,-
Madlin-Diane,Madlin-Diane,1,11.285,-,-
Madline,Magdalena,9,3.385,-,-
Madlyn,Magdalena,3,6.297,-,-
Madlyn-Anna,Madlyn-Anna,1,11.285,-,-
Madonna,Madonna,10,3.195,-,-
Madora,Madora,1,11.285,-,-
Madrisa,Madrisa,2,7.847,1,1.853
Madrun,Madrun,1,11.285,-,-
Madumeeta,Madumeeta,1,11.285,-,-
Mady,Mady,1,11.285,-,-
Madyefa,Madyefa,1,11.285,-,-
Madzida,Madzida,1,11.285,-,-
Mae,May,15,2.553,1,1.853
Maeda,Maeda,1,11.285,-,-
Maedah,Maedah,1,11.285,-,-
Maegen,Megan,1,11.285,-,-
Maeko,Maeko,1,11.285,-,-
Mael,Maëlle,1,11.285,-,-
Maela,Maela,2,7.847,-,-
Maëla,Maela,1,11.285,-,-
Maeli,Maeli,1,11.285,-,-
Maëlia,Maëlia,1,11.285,-,-
Maélie,Maélie,1,11.285,-,-
Mae-Linda,Mae-Linda,1,11.285,-,-
Maelis,Maelis,1,11.285,-,-
Maelle,Maëlle,3,6.297,-,-
Maëlle,Maëlle,9,3.385,1,1.853
Maellys,Maellys,1,11.285,-,-
Maëly,Maëly,1,11.285,1,1.853
Maelynn,Maelynn,1,11.285,-,-
Maelys,Maelys,1,11.285,-,-
Maëlys,Maelys,1,11.285,-,-
Maesa,Maesa,1,11.285,-,-
Maeva,Maeva,8,3.604,1,1.853
Maeva-Christine,Maeva-Christine,1,11.285,-,-
Maeva-Sophie,Maeva-Sophie,1,11.285,-,-
Maeve,Maeve,18,2.286,3,1.027
Maeve-Margret,Maeve-Margret,1,11.285,-,-
Mafalda,Mafalda,6,4.246,-,-
Mafanta,Mafanta,1,11.285,-,-
Magali,Magalie,10,3.195,-,-
Magalie,Magalie,18,2.286,3,1.027
Magarita,Magarita,1,11.285,-,-
Magbule,Magbule,1,11.285,-,-
Magda,Magda,71,1.003,-,-
Magdalen,Magdalen,3,6.297,-,-
Magdalena,Magdalena,13.751,14,339,21
Magda-Lena,Magdalena,9,3.385,-,-
Magdaléna,Magdalena,4,5.342,-,-
Magdalena-Anna,Magdalena-Anna,4,5.342,-,-
Magdalena-Aurelia,Magdalena-Aurelia,1,11.285,-,-
Magdalena-Ayumi,Magdalena-Ayumi,1,11.285,1,1.853
Magdalena-Emily,Magdalena-Emily,1,11.285,-,-
Magdalena-Hannah,Magdalena-Hannah,1,11.285,-,-
Magdalena-Kathrin,Magdalena-Kathrin,1,11.285,-,-
Magdalena-Klara,Magdalena-Klara,1,11.285,-,-
Magdalena-Lucia,Magdalena-Lucia,1,11.285,-,-
Magdalena-Maria,Magdalena-Maria,8,3.604,-,-
Magdalena-Marie,Magdalena-Marie,3,6.297,-,-
Magdalena-Martina,Magdalena-Martina,1,11.285,-,-
Magdalena-Monika,Magdalena-Monika,1,11.285,-,-
Magdalena-Sofie,Magdalena-Sofie,1,11.285,-,-
Magdalena-Sophie,Magdalena-Sophie,3,6.297,-,-
Magdalena-Stana,Magdalena-Stana,1,11.285,-,-
Magdalena-Teresa,Magdalena-Teresa,1,11.285,-,-
Magdalene,Magdalene,7,3.894,-,-
Magdali,Magdali,1,11.285,-,-
Magdalin,Magdalin,1,11.285,-,-
Magdalina,Magdalina,7,3.894,2,1.301
Magdalini,Magdalini,1,11.285,-,-
Magda-Melina,Magda-Melina,1,11.285,1,1.853
Magdian,Magdian,1,11.285,-,-
Magdolna,Magdolna,2,7.847,-,-
Magena,Magena,1,11.285,-,-
Maggi,Maggi,1,11.285,-,-
Maggie,Maggie,12,2.905,-,-
Maggy,Maggy,10,3.195,2,1.301
Magherita,Magherita,1,11.285,-,-
Magida,Magida,1,11.285,-,-
Magna-Maria,Magna-Maria,1,11.285,-,-
Magnolia,Magnolia,1,11.285,-,-
Magnolia-Awa,Magnolia-Awa,1,11.285,-,-
Magou,Magou,1,11.285,-,-
Magret,Magret,20,2.145,-,-
Magreth,Magret,3,6.297,-,-
Magret-Maria,Magret-Maria,1,11.285,-,-
Maha,Maha,23,1.964,-,-
Mahaal,Mahaal,1,11.285,1,1.853
Mahadiya,Mahadiya,1,11.285,-,-
Mahakpreet,Mahakpreet,1,11.285,-,-
Mahal,Mahal,1,11.285,-,-
Mahalia,Mahalia,3,6.297,-,-
Maham,Maham,3,6.297,2,1.301
Maharani,Maharani,1,11.285,-,-
Mahasin,Mahasin,1,11.285,-,-
Mahathi,Mahathi,1,11.285,-,-
Mahbube,Mahbube,1,11.285,-,-
Mahda,Mahda,3,6.297,-,-
Mahdia,Mahdia,13,2.775,-,-
Mahdie,Mahdie,1,11.285,-,-
Mahdieh,Mahdieh,2,7.847,-,-
Mahdis,Mahdis,5,4.717,-,-
Mahdiya,Mahdiya,8,3.604,2,1.301
Mahdiye,Mahdiye,2,7.847,1,1.853
Mahdye,Mahdye,1,11.285,-,-
Mahe,Mahe,1,11.285,-,-
Maheen,Maheen,4,5.342,1,1.853
Maheja,Maheja,1,11.285,-,-
Mahek,Mahek,1,11.285,-,-
Mahera,Mahera,1,11.285,1,1.853
Mahgol,Mahgol,1,11.285,-,-
Mahi,Mahi,4,5.342,2,1.301
Mahibah,Mahibah,1,11.285,-,-
Mahida,Mahida,2,7.847,1,1.853
Mahie,Mahie,1,11.285,1,1.853
Mahije,Mahije,1,11.285,-,-
Mahika,Mahika,1,11.285,-,-
Mahima,Mahima,4,5.342,-,-
Mahin,Mahin,1,11.285,-,-
Mahina,Mahina,1,11.285,-,-
Mahinur,Mahinur,6,4.246,-,-
Mahira,Mahira,13,2.775,1,1.853
Mahire,Mahire,1,11.285,-,-
Mahirma,Mahirma,1,11.285,-,-
Mahitab,Mahitab,1,11.285,-,-
Mahiya,Mahiya,1,11.285,-,-
Mahja,Mahja,2,7.847,-,-
Mahjabeen,Mahjabeen,1,11.285,1,1.853
Mahjabin,Mahjabin,1,11.285,-,-
Mahkhanum,Mahkhanum,1,11.285,-,-
Mahla,Mahla,7,3.894,1,1.853
Mahlet,Mahlet,3,6.297,-,-
Mahmude,Mahmude,1,11.285,-,-
Mahmudije,Mahmudije,1,11.285,-,-
Mahna,Mahna,1,11.285,-,-
Mahnaaz,Mahnaaz,1,11.285,-,-
Mahnas,Mahnas,1,11.285,-,-
Mahnaz,Mahnaz,6,4.246,1,1.853
Mahnoor,Mahnoor,4,5.342,-,-
Mahnur,Mahnur,1,11.285,-,-
Mahra,Mahra,1,11.285,-,-
Mahreen,Mahreen,1,11.285,-,-
Mahriam,Mahriam,1,11.285,-,-
Mahru,Mahru,1,11.285,-,-
Mahrukh,Mahrukh,3,6.297,-,-
Mahsa,Mahsa,32,1.630,2,1.301
Mahsan,Mahsan,1,11.285,-,-
Mahser-Hafsa,Mahser-Hafsa,1,11.285,-,-
Mahsheed,Mahsheed,1,11.285,-,-
Mahshid,Mahshid,1,11.285,-,-
Mahtab,Mehtap,8,3.604,-,-
Mahthilt,Matilda,1,11.285,-,-
Mahtisa,Mahtisa,1,11.285,-,-
Mahveen,Mahveen,1,11.285,-,-
Mahwash,Mahwash,1,11.285,-,-
Mahwish,Mahwish,1,11.285,-,-
Mahya,Mahya,15,2.553,-,-
Mahyas,Mahyas,1,11.285,-,-
Mahyuba,Mahyuba,1,11.285,-,-
Mai,Mai,16,2.456,1,1.853
Maia,Maja,109,781,5,737
Maïa,Maja,2,7.847,-,-
Maia-Angelina,Maia-Angelina,1,11.285,-,-
Maia-Antonia,Maia-Antonia,1,11.285,-,-
Maiada,Maiada,1,11.285,-,-
Maia-Elissa,Maia-Elissa,1,11.285,-,-
Maialen,Maialen,1,11.285,-,-
Maia-Leonie,Maia-Leonie,1,11.285,-,-
Maia-Maria,Maia-Maria,1,11.285,-,-
Maia-Mironela,Maia-Mironela,1,11.285,-,-
Maia-Natalia,Maia-Natalia,1,11.285,-,-
Maiar,Maiar,1,11.285,-,-
Maiara,Maiara,1,11.285,-,-
Maia-Sophia,Maia-Sophia,1,11.285,-,-
Maia-Ștefania,Maia-Ștefania,1,11.285,-,-
Maia-Teodora,Maia-Teodora,1,11.285,-,-
Maia-Violeta,Maia-Violeta,1,11.285,-,-
Maibritt,Maibritt,2,7.847,-,-
Maica,Maica,2,7.847,-,-
Maida,Maida,75,959,4,854
Maidah,Maidah,3,6.297,-,-
Maide,Maide,16,2.456,2,1.301
Maide-Nur,Maide-Nur,1,11.285,-,-
Maider,Maider,1,11.285,-,-
Maiedah,Maiedah,1,11.285,-,-
Maija,Maija,10,3.195,1,1.853
Maija-Valentina,Maija-Valentina,1,11.285,1,1.853
Maika,Maika,7,3.894,-,-
Maika-Angela,Maika-Angela,1,11.285,-,-
Maike,Maike,74,967,2,1.301
Maiken,Maiken,4,5.342,-,-
Maike-Sonja,Maike-Sonja,1,11.285,-,-
Maiko,Maiko,2,7.847,-,-
Maila,Maila,59,1.138,11,427
Maila-Marie,Maila-Marie,1,11.285,-,-
Maileen,Maileen,6,4.246,1,1.853
Mailéen,Maileen,1,11.285,1,1.853
Mailén,Mailén,1,11.285,1,1.853
Maili,Maili,7,3.894,-,-
Mailien,Mailien,1,11.285,-,-
Maili-Marie,Maili-Marie,1,11.285,-,-
Mailin,Mailin,56,1.172,3,1.027
Mailina,Mailina,3,6.297,-,-
Mailinda,Mailinda,4,5.342,-,-
Mailine,Mailine,2,7.847,-,-
Mailin-Sophie,Mailin-Sophie,1,11.285,-,-
Mailis,Mailis,1,11.285,-,-
Maily,Maily,3,6.297,-,-
Mailyn,Mailyn,4,5.342,1,1.853
Mailynn,Mailynn,1,11.285,1,1.853
Maïlys,Maïlys,1,11.285,-,-
Maimouna,Maimouna,6,4.246,1,1.853
Maimuna,Maimuna,7,3.894,-,-
Maimunah,Maimunah,1,11.285,-,-
Maina,Maina,2,7.847,-,-
Maira,Maira,25,1.882,-,-
Maíra,Maira,1,11.285,-,-
Maira-Jane,Maira-Jane,1,11.285,-,-
Mairamu,Mairamu,1,11.285,-,-
Maire,Maire,2,7.847,-,-
Mairi,Mairi,1,11.285,-,-
Mairin,Maureen,2,7.847,-,-
Mais,Mais,1,11.285,-,-
Maisa,Maisa,1,11.285,-,-
Maisaa,Maisaa,1,11.285,-,-
Maisam,Maisam,2,7.847,-,-
Maisa-Mileva,Maisa-Mileva,1,11.285,-,-
Maisara,Maisara,1,11.285,-,-
Maisarah,Maisarah,1,11.285,-,-
Maisha,Maisha,6,4.246,-,-
Maïsha,Maisha,1,11.285,-,-
Maisie,Maisie,4,5.342,1,1.853
Maison,Maison,1,11.285,-,-
Maisoun,Maisoun,1,11.285,-,-
Maissa,Maissa,1,11.285,-,-
Maissan,Maissan,2,7.847,-,-
Maisun,Maisun,2,7.847,1,1.853
Maite,Maite,11,3.042,-,-
Maïté,Maite,1,11.285,-,-
Maithê,Maithê,1,11.285,-,-
Maiven,Maiven,1,11.285,-,-
Maivi,Maivi,1,11.285,-,-
Maivie,Maivie,1,11.285,-,-
Maiwenn,Maiwenn,2,7.847,-,-
Mai-Xuan,Mai-Xuan,1,11.285,-,-
Maizaa,Maizaa,1,11.285,-,-
Maj,Maj,2,7.847,-,-
Maja,Maja,1.645,159,106,77
Maja-Allegra,Maja-Allegra,1,11.285,-,-
Maja-Amani,Maja-Amani,1,11.285,-,-
Maja-Amelie,Maja-Amelie,1,11.285,-,-
Maja-Elise,Maja-Elise,1,11.285,-,-
Maja-Eliza,Maja-Eliza,1,11.285,-,-
Maja-Katharina,Maja-Katharina,1,11.285,-,-
Maja-Lina,Maja-Lina,1,11.285,-,-
Maja-Luise,Maja-Luise,1,11.285,-,-
Maja-Magdalena,Maja-Magdalena,1,11.285,-,-
Majana,Majana,1,11.285,-,-
Maja-Olivia,Maja-Olivia,1,11.285,-,-
Maja-Raissa,Maja-Raissa,1,11.285,-,-
Maja-Sofie,Maja-Sofie,2,7.847,-,-
Maja-Sophie,Maja-Sophie,2,7.847,-,-
Maja-Stefanie,Maja-Stefanie,1,11.285,-,-
Maj-Brit,Maj-Brit,1,11.285,-,-
Majda,Majda,37,1.496,2,1.301
Majdulin,Majdulin,1,11.285,-,-
Majeli,Majeli,1,11.285,-,-
Majella,Majella,3,6.297,-,-
Majerel,Majerel,1,11.285,-,-
Majesa,Majesa,1,11.285,-,-
Majida,Majida,3,6.297,-,-
Majidah,Majidah,1,11.285,-,-
Majka,Majka,2,7.847,-,-
Majken,Majken,1,11.285,-,-
Majla,Majla,12,2.905,2,1.301
Majlena,Majlena,1,11.285,-,-
Majlinda,Majlinda,8,3.604,-,-
Majola,Majola,1,11.285,-,-
Majolie,Majolie,3,6.297,-,-
Majra,Majra,6,4.246,-,-
Majram,Majram,1,11.285,-,-
Majsa,Majsa,1,11.285,-,-
Majulie,Majulie,2,7.847,-,-
Majuri,Majuri,1,11.285,-,-
Majvi,Majvi,3,6.297,-,-
Majvie,Majvie,1,11.285,-,-
Maka,Maka,2,7.847,-,-
Makaita,Makaita,1,11.285,-,-
Makashfahrasool,Makashfahrasool,1,11.285,1,1.853
Makayla,Makayla,2,7.847,-,-
Makbule,Makbule,6,4.246,-,-
Makbûle,Makbule,1,11.285,-,-
Makbule-Nisa,Makbule-Nisa,1,11.285,-,-
Makeda,Makeda,6,4.246,-,-
