Vornamen Neugeborene Wien nach Geschlecht und Aussprache seit 2010 / First names of newborns in Vienna since 2010, aggregation by sex and pronunciation
"NUTS";"DISTRICT_CODE";"SUB_DISTRICT_CODE";"REF_YEAR";"REF_DATE";"SEX";"RANK";"NAME";"NAME_ALL";"N";"PERC_SEX"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Bea";"Bea";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Behije";"Behije";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Belinda";"Belinda";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Bella-Jeanelle";"Bella-Jeanelle";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Benaisa-Simona";"Benaisa-Simona";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Benedicta";"Benedicta";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Bengisu";"Bengisu";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Benita";"Benita";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Berenike";"Berenike";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Berfin";"Berfin";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Beria";"Beria";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Berina";"Berina";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Bernadette";"Bernadette";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Berrin";"Berrin";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Besan";"Besan";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Besara";"Besara";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Betul";"Betul";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Beverly";"Beverly";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Beyzanur";"Beyzanur";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Bibiana";"Bibiana";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Bilge";"Bilge";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Binnur";"Binnur";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Biserka-Sonja";"Biserka-Sonja";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Blerina";"Blerina";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Blerinda";"Blerinda";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Blinera";"Blinera";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Bluma";"Bluma";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Bojana";"Bojana";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Bore";"Bore";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Branka";"Branka";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Brankica";"Brankica";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Briana";"Briana";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Bruna";"Bruna";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Buna";"Buna";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Buse";"Buse";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Bushra";"Bushra";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Cailin";"Cailin";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Cailyn";"Cailyn";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Caja";"Caja";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Calantha";"Calantha";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Camelia";"Camelia";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Camilia";"Camilia";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Camille";"Camille";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Canel";"Canel";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Carin";"Karin";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Carissa";"Carissa";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Carli-Anne";"Carli-Anne";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Carola";"Carola";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Carolin";"Carolin";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Cataleya-Melina";"Cataleya-Melina";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Cathalina";"Cathalina";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Cathleen";"Kathleen";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Caya";"Caya";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Cayleen";"Cayleen";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Cecilia-Rose";"Cecilia-Rose";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Cecilija";"Cecilija";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Cecily";"Cecily";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Celena-Kimberly";"Celena-Kimberly";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Celia";"Celia";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Celia-Sophie";"Celia-Sophie";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Cemre";"Cemre";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Ceren";"Ceren";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Cezara";"Cezara";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Chana";"Chana";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Chani";"Chani";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Chantal";"Chantal";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Chantelle";"Chantelle";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Charlie";"Charlie";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Charlotte-Luise";"Charlotte-Luise";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Charlyne";"Charline";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Chawa";"Chawa";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Chen-Yue";"Chen-Yue";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Chimamanda";"Chimamanda";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Chimdiebube";"Chimdiebube";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Chimdiuto";"Chimdiuto";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Chioma";"Chioma";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Chisom";"Chisom";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Chloe";"Chloe";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Christel";"Christel";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Christiana";"Christiana";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Christin";"Kristin";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Christine-Monika";"Christine-Monika";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Cicek";"Cicek";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Cikranur";"Cikranur";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Cilia";"Cilia";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Cirem";"Cirem";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Cisel";"Cisel";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Clara-Maria";"Clara-Maria";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Clarice";"Clarice";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Clarine";"Clarine";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Clementine";"Clementine";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Cloe";"Cloe";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Coco-Minou";"Coco-Minou";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Contesa";"Contesa";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Cophia";"Cophia";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Corinna";"Corinna";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Cynthia";"Cynthia";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Daenerys";"Daenerys";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Dafina";"Dafina";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Dagmar";"Dagmar";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Daiana-Maria";"Daiana-Maria";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Dajana";"Dajana";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Dalila";"Dalila";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Dalina";"Dalina";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Dalma";"Dalma";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Daly";"Daly";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Daniella";"Daniella";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Daphne";"Daphne";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Dariana-Letizia";"Dariana-Letizia";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Darina";"Darina";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Darlene";"Darleen";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Darwin";"Darwin";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Dea";"Dea";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Debbie";"Debbie";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Delila";"Delila";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Delisha";"Delisha";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Delna";"Delna";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Deloria";"Deloria";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Delsa";"Delsa";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Dema";"Dema";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Dena";"Dena";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Denet";"Denet";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Denisa";"Denisa";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Derya";"Derya";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Dia";"Dia";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Dianna";"Dianna";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Diara";"Diara";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Diarta";"Diarta";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Dicle";"Dicle";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Didem";"Didem";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Diekola";"Diekola";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Diellza";"Diellza";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Dienab";"Dienab";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Diep";"Diep";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Dilber";"Dilber";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Dilvin";"Dilvin";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Dinara";"Dinara";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Dinela";"Dinela";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Dione";"Dione";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Diren";"Diren";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Diren-Beren";"Diren-Beren";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Divasis";"Divasis";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Divine";"Divine";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Djamila";"Djamila";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Djogaman";"Djogaman";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Doaa";"Doaa";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Doesa";"Doesa";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Doina";"Doina";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Dominika";"Dominika";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Dominique-Amelie";"Dominique-Amelie";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Donia";"Donia";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Donita";"Donita";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Donjeta";"Donjeta";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Dorela";"Dorela";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Dorentina";"Dorentina";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Dorina";"Dorina";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Doris";"Doris";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Dragica";"Dragica";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Dristi";"Dristi";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Dua";"Dua";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Duru";"Duru";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Duygu";"Duygu";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Dzana";"Dzana";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Ecaterina";"Ecaterina";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Edda";"Edda";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Edelaine";"Edelaine";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Edisa";"Edisa";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Edith";"Edith";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Edna";"Edna";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Efsa";"Efsa";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Eftal";"Eftal";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Ejiroghene";"Ejiroghene";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Ejona";"Ejona";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Ela-Su";"Ela-Su";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Elana";"Elana";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Elaria";"Elaria";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Elcin";"Elcin";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Elena-June";"Elena-June";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Elene";"Elene";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Elenie-Atlanta";"Elenie-Atlanta";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Eleonora-Liliane";"Eleonora-Liliane";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Eleonora-Valeria";"Eleonora-Valeria";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Elfida";"Elfida";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Elfrida";"Elfrida";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Elgida";"Elgida";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Elhame";"Elhame";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Elhana";"Elhana";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Eliana";"Eliana";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Elif-Kübra";"Elif-Kübra";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Elif-Sumeyye";"Elif-Sumeyye";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Elif-Zülal";"Elif-Zülal";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Elife";"Elife";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Elifgül";"Elifgül";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Elifnur";"Elifnur";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Elifsude";"Elifsude";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Elijona";"Elijona";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Eline";"Eline";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Elinya";"Elinya";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Elis-Su";"Elis-Su";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Elisa-Marie";"Elisa-Marie";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Elisa-Paulina";"Elisa-Paulina";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Elisabetha";"Elisabetha";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Elisia";"Elisia";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Elissa";"Elissa";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Elisya";"Elisya";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Eliz";"Eliz";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Eljona";"Eljona";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Ellenor";"Elenor";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Elliott";"Elliott";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Elmira";"Elmira";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Elona";"Elona";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Elora";"Elora";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Elvan";"Elvan";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Elvina";"Elvina";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Elysha";"Elysha";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Elza";"Elza";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Emaan";"Emaan";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Eman";"Eman";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Emelie-Kiara";"Emelie-Kiara";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Emely-Alyssa";"Emely-Alyssa";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Emese";"Emese";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Emile";"Emile";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Emilia-Alessandra";"Emilia-Alessandra";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Emilia-Rosalie";"Emilia-Rosalie";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Emilly";"Emilly";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Emilya";"Emilya";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Emira";"Emira";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Emma-Eleonora";"Emma-Eleonora";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Emma-Lena";"Emma-Lena";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Emma-Sophie";"Emma-Sophie";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Emna";"Emna";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Endrina";"Endrina";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Enie";"Enie";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Enisa";"Enisa";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Enise";"Enise";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Enya";"Enya";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Ergita";"Ergita";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Erhun";"Erhun";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Erita";"Erita";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Erlina";"Erlina";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Erlyn";"Erlyn";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Erna";"Erna";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Ernesa";"Ernesa";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Ervanur";"Ervanur";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Eseoghene";"Eseoghene";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Eseyma";"Eseyma";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Esha";"Esha";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Eshal";"Eshal";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Esil";"Esil";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Esilya";"Esilya";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Esmee";"Esmee";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Estefania-Loreen";"Estefania-Loreen";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Estefanija";"Estefanija";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Estel";"Estel";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Eugenie";"Eugenie";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Eunice";"Eunice";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Eva-Alessia";"Eva-Alessia";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Evangelia";"Evangelia";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Evangelin";"Evangelin";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Eve";"Eve";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Eve-Cecilia";"Eve-Cecilia";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Evin-Naz";"Evin-Naz";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Evolet";"Evolet";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Ewelina";"Ewelina";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Ezda";"Ezda";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Ezgi-Sura";"Ezgi-Sura";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Ezo";"Ezo";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Fabia";"Fabia";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Fabiola";"Fabiola";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Fadia";"Fadia";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Fadila";"Fadila";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Fadime";"Fadime";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Fahima";"Fahima";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Faith";"Faith";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Falak";"Falak";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Fang";"Fang";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Fanka";"Fanka";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Fardowsa";"Fardowsa";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Farheen";"Farheen";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Faria";"Fariha";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Farin";"Farin";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Fartun";"Fartun";"1";"0,0"
