593,LUKA,2907,"6,3"
594,EMMANUEL,2885,"25,4"
595,MARK,2880,"20,9"
596,SEVERINO,2862,"67,6"
597,VENANCIO,2860,"66,6"
598,ABDERRAHMAN,2859,39
599,CEFERINO,2856,"65,9"
600,MOHAMMAD,2853,"42,2"
601,"RUBEN DARIO",2838,"40,8"
602,HERNAN,2835,"25,9"
603,JOHN,2826,"50,2"
604,DUMITRU,2808,"47,6"
605,OIHAN,2793,"9,9"
606,EFREN,2782,"33,3"
607,TARIK,2780,"32,5"
608,VLADIMIR,2780,"42,9"
609,NEIZAN,2775,"4,7"
610,"JUAN CRUZ",2765,"54,4"
611,ARTUR,2761,"30,6"
612,TELMO,2759,"16,2"
613,"CARLOS MIGUEL",2739,"44,4"
614,EKAITZ,2737,"19,2"
615,ROI,2734,"14,5"
616,"JULIO ALBERTO",2729,39
617,AMINE,2726,"21,3"
618,HUMBERTO,2706,"50,5"
619,INOCENCIO,2702,"67,6"
620,AMIN,2691,"14,1"
621,"PABLO ANTONIO",2691,"41,7"
622,LAHCEN,2689,"43,1"
623,VOLODYMYR,2685,"45,4"
624,FRANCESCO,2672,"38,7"
625,CONRADO,2670,59
626,"JOSE JULIO",2658,53
627,ARAN,2657,"7,2"
628,SALAH,2653,44
629,ANDREA,2635,"36,8"
630,BRAULIO,2635,"58,2"
631,GENARO,2623,"62,7"
632,"ANTONIO ANGEL",2614,"47,8"
633,MATTEO,2613,"19,5"
634,ABDELKARIM,2598,"36,3"
635,"JESUS DAVID",2590,"33,7"
636,IONEL,2589,"45,8"
637,IMAD,2588,"23,9"
638,QUIM,2587,"10,5"
639,BAUTISTA,2574,"66,2"
640,PRIMITIVO,2567,"69,1"
641,"RAFAEL ANTONIO",2560,"48,1"
642,SOUFIANE,2548,"24,8"
643,"ANGEL JESUS",2544,"42,4"
644,DEREK,2537,"14,9"
645,ULISES,2537,"21,8"
646,AGUSTI,2532,"55,6"
647,JONAS,2531,31
648,LLORENÇ,2530,"39,1"
649,"JUAN DANIEL",2524,34
650,"LUIS MARIANO",2519,"52,2"
651,FOUAD,2516,"36,4"
652,"FRANCISCO DAVID",2514,"35,4"
653,"CARLOS LUIS",2512,49
654,"PEDRO FRANCISCO",2512,"50,5"
655,"DANIEL ALEJANDRO",2509,"25,7"
656,ESTEVE,2508,"48,4"
657,PRUDENCIO,2497,"65,9"
658,"ANTONIO RAMON",2491,"52,5"
659,DELFIN,2489,"64,5"
660,"DIEGO FERNANDO",2486,"36,5"
661,FAUSTO,2455,"59,3"
662,"FRANCISCO PAULA",2452,"49,3"
663,NEMESIO,2450,"67,8"
664,ADRIANO,2444,"42,4"
665,PETER,2435,"55,8"
666,"JUAN ALFONSO",2434,"50,6"
667,NELSON,2426,"39,5"
668,DANEL,2425,"10,9"
669,INDALECIO,2421,"60,9"
670,"JORGE ALBERTO",2420,"46,8"
671,MOUNIR,2411,"32,4"
672,THOMAS,2410,"37,3"
673,AGAPITO,2401,"69,7"
674,CHRISTOPHER,2396,"31,2"
675,LEONCIO,2384,"68,1"
676,WILLIAM,2377,"41,1"
677,"VICENTE JAVIER",2368,"49,1"
678,"JULIO JOSE",2364,"42,8"
679,"LUIS IGNACIO",2360,"50,2"
680,MHAMED,2358,"48,5"
