Doğum tarihine göre en çok kullanımda olan erkek isimleri ve ilk 100 isim içindeki sıralaması, 1950-2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The most used men names by the year of birth and order in the first hundred names, 1950-2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ad-Name;Doğum yılı-Year of birth;;;;;;;;;;;;;;Doğum yılı-Year of birth;;;;;;;;;;;;;;Doğum yılı-Year of birth;;;;;;;;;;;;;;;
Doruk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61;52;73;77;86;81;80;75;63;39;38;43
Duran;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Durmuş;69;94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dursun;33;42;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ebubekir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;97;96;99;94;;;;
Efe;;;;;;;;;;;;;;;;;;;;;;;;;;;76;33;24;29;15;9;16;20;24;31;37;45;65;63;68;72;78;58
Ege;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97;48;31;25;32;35;46;44;48;51;56;58;56;57;59;54
Egemen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86;86;83;81;69;79;64;76;71;58;53;64;49
Ekrem;50;44;54;94;94;88;92;99;;95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Emin;43;66;77;;;97;;98;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Emir;;;;;;;;;;;;;;;;;;;;;;;;86;46;39;44;45;41;40;37;38;40;29;4;3;6;10;13;11;4;9;13;18
Emir Asaf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97;56;57;53
Emircan;;;;;;;;;;;;;;;;;;;;;;;;;45;43;57;72;79;91;100;;;;;;;;;;;;;
Emirhan;;;;;;;;;;;;;;;;;;;;;;94;66;32;13;11;11;12;2;5;6;7;10;13;10;9;9;19;24;32;29;27;31;33
Emrah;;;;82;69;60;57;31;15;6;6;6;12;17;19;20;19;18;29;33;36;49;55;69;94;;;;;;;;;;;;;;;;;;;
Emre;;;;62;50;46;38;23;21;20;18;16;14;9;6;6;4;3;3;4;6;6;5;5;5;6;6;6;11;15;17;20;24;27;33;36;33;41;50;51;60;64;52;65
Enes;;;;;;;;;;;;;93;71;48;42;40;32;25;18;17;17;17;13;11;10;8;7;8;7;7;8;6;8;9;12;13;15;20;26;27;31;35;38
Engin;;;94;31;34;31;34;36;43;48;57;59;52;45;63;70;84;93;;;;;;;;;;;;;;;;;;;;;;;;;;
Ensar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95;78;62;54;67;64;65;63;75
Enver;68;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eray;;;;;;;;;;;;;;;;;;;;;;;;;41;48;51;61;70;77;89;90;89;99;100;99;;;;;;;;
Ercan;;;32;30;28;27;33;34;42;44;42;40;38;47;55;61;66;71;73;87;97;;;;;;;;;;;;;;;;;;;;;;;
Erdal;;;30;44;44;50;45;37;38;39;44;53;73;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Erdem;;;;99;78;71;72;69;71;68;71;75;79;79;87;93;;;;;;;;;92;84;81;88;87;83;80;69;66;44;54;62;65;68;72;78;80;74;67;84
Erdi;;;;;;;;;;;;;90;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Erdoğan;;45;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eren;;;;;;;;;;;;96;87;91;89;84;88;84;72;67;61;57;60;46;12;15;16;9;14;14;18;13;13;17;21;27;35;35;42;47;46;47;45;50
Erhan;;;99;32;27;33;46;49;45;38;38;36;37;43;60;64;74;85;95;;;;;;;;;;;;;;;;;;;;;;;;;
Erkan;;;45;17;19;19;20;20;22;23;33;35;43;46;52;49;56;65;71;64;69;69;71;57;70;76;94;;;;;;;;;;;;;;;;;
Erol;79;32;24;52;59;65;69;70;81;87;77;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ersin;;;;66;63;54;51;52;55;54;49;52;65;68;77;88;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ertuğrul;;;;;;;;;;;;;;;;;;;;91;96;;;;;;;;;;;;;;;;;;43;19;16;19;29;35
Evren;;;;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eymen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85;55;37;31;24;11;7;2;2;2;2;2;3
Eyüp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98;78;72;62;63;74;80;81;85;93;90;;;;;
Fahrettin;81;98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fahri;89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Faruk;;77;73;75;75;74;78;77;82;74;73;73;78;72;70;73;76;78;85;78;87;95;97;;;;;;;;;;;;;;;;;;;;;
Fatih;;;66;10;8;7;6;6;6;7;7;7;8;10;10;10;11;12;14;15;15;16;20;22;24;34;36;43;39;41;47;52;57;57;58;66;67;71;73;77;91;86;99;100
Ferdi;;;;70;71;77;81;90;99;;;;;;;;82;73;62;62;68;97;;;;;;;;;;;;;;;;;;;;;;
Ferhat;;;;49;43;41;40;43;44;43;46;44;44;36;37;35;31;30;32;31;30;29;33;35;40;32;32;34;37;58;75;95;;;;;;;;;;;;
Fevzi;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fırat;;;;;;;;;86;76;90;82;80;85;73;62;65;54;51;47;27;34;40;47;55;59;66;69;68;79;95;83;68;91;88;;;;;;;;;
Fikret;82;60;69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Furkan;;;;;;;;;;;;;;;72;56;39;27;15;6;5;4;4;6;6;5;4;4;7;8;9;11;9;10;12;14;20;24;25;29;35;40;39;36
Gökhan;;;;29;23;17;13;11;10;9;8;8;6;6;9;13;18;17;24;30;37;41;50;56;65;62;74;79;88;;;;;;;;;;;;;;;
Göktuğ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92;49;41;23
Görkem;;;;;;;;;;;;;;;;;;;;;;76;63;74;88;75;79;83;95;;;;;;;;;;;;;;;
Gürsel;;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hakan;;;28;13;13;13;15;15;16;17;17;18;16;14;16;18;14;16;17;21;23;21;24;29;35;37;41;50;54;71;76;73;84;;;;;;;;;;;
Hakkı;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Halil;10;16;17;21;22;23;23;21;24;24;26;31;30;30;36;36;37;40;40;36;38;37;41;42;44;46;43;47;49;45;52;53;60;60;64;64;72;70;74;79;74;78;82;82
Halil İbrahim;61;80;;;;100;93;82;73;75;80;81;86;80;80;83;78;67;60;55;48;43;48;51;62;67;68;63;59;64;61;59;62;65;67;71;69;65;70;66;69;79;88;87
Halit;64;69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hamdi;83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hamit;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hamza;87;;;;;;;;;;;;;;;95;92;80;75;76;76;74;76;71;72;63;61;57;52;37;36;32;31;28;29;25;18;17;14;8;13;15;9;9
Harun;;;89;42;46;42;47;48;49;52;51;50;51;54;51;48;47;48;49;53;57;56;61;58;57;56;56;60;60;53;53;54;54;40;41;54;60;72;85;89;99;;;
Hasan;6;6;7;8;7;8;9;9;9;11;11;11;11;13;12;11;10;11;11;12;14;13;13;15;15;14;14;15;17;16;19;19;22;23;23;22;24;26;27;28;34;33;36;37
Hasan Hüseyin;55;86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;
Haydar;70;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hayrettin;85;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hikmet;53;61;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hüseyin;5;5;5;7;6;6;7;8;8;8;10;10;10;8;7;8;9;10;10;11;13;12;12;10;10;12;12;13;15;13;14;15;14;16;17;16;17;21;22;25;28;32;32;34
İbrahim;8;8;9;9;10;9;8;7;7;10;9;9;9;7;8;7;7;9;9;9;8;7;8;7;7;9;10;11;12;11;13;17;17;15;13;13;16;20;19;20;23;25;27;30
İbrahim Halil;;;;;;;;;;;;;;;;;;96;94;88;79;88;77;81;96;94;100;93;83;85;86;87;90;92;92;89;88;92;88;92;100;98;;
İhsan;51;58;83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
İlhan;;65;50;73;82;79;83;83;87;94;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
İlker;;;;86;86;86;82;85;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
İlyas;77;78;;;;;97;67;68;73;83;85;94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
İrfan;86;52;57;88;90;94;94;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
İsa;92;83;53;58;51;52;54;56;56;59;62;64;66;69;79;85;80;86;86;82;81;87;86;73;77;78;83;75;78;75;74;76;83;89;91;90;94;;;;;;;
İsmail;7;7;8;11;11;11;10;10;11;12;12;13;15;15;15;14;15;15;16;16;18;18;21;18;19;20;21;21;22;22;22;23;26;25;30;30;32;33;33;36;41;44;48;47
İsmet;23;34;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kaan;;;;;;;;;;;;;;;;;93;;;;91;82;73;59;60;44;45;53;61;56;28;36;35;38;44;39;38;56;66;64;53;59;55;62
Kadir;27;23;34;33;30;30;31;28;28;27;27;28;28;28;29;27;30;33;31;29;29;33;29;26;31;29;28;30;30;31;38;41;49;56;55;60;66;69;81;83;83;99;91;
Kamil;49;71;87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kayra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93;94;82;58;80;;;;;;;98
Kazım;60;99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kemal;16;18;25;41;45;47;49;51;50;53;52;54;64;67;74;77;79;77;79;80;78;83;90;84;87;96;99;;;;;;;;;;;;;;;;;
Kenan;;49;44;26;17;20;21;38;46;50;58;72;68;84;98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kerem;;;;;;;;;;;;;;;;;;;;;;81;82;68;64;58;47;37;34;24;21;22;18;21;20;17;15;11;11;16;18;21;7;7
Kerem Ali;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91
Kerim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98;98;;;;;;;;
Kuzey;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;57;50;57;63;57;60;48;41;34;25
Levent;;;64;53;65;69;74;81;88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mahir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;89;91;88;88;82;66;76
Mahmut;18;21;23;27;26;25;30;29;25;31;31;37;39;37;38;39;41;42;42;43;41;46;47;48;52;53;53;56;55;60;63;67;79;79;78;82;84;88;97;90;96;;;
Mehmet;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;3;3;3;4;4;3;5;7;8;9;10;10;11;11;12;13
Mehmet Akif;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85;97;85;86;86;79;64;50;68;73;78;85;92;99
Mehmet Ali;22;33;41;57;56;59;58;60;58;57;55;57;63;63;68;68;60;52;50;49;49;47;46;41;42;42;42;44;40;36;44;42;43;47;42;38;43;43;45;48;54;58;60;61
Mehmet Can;;;;;;;;;;;;;;;;;;;;;;86;94;92;90;97;93;95;93;89;81;;;;;;;;;;;;;
Mehmet Efe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96;74;82;87;85;84;92;100;;;;;;
Mehmet Emin;78;;;;;;;;;;;;;;;;;;96;93;86;89;88;76;75;70;71;65;64;61;56;56;65;62;66;59;56;57;58;68;75;77;89;97
Mehmet Emir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;83;87;77;;;
Melih;;;;;;;;;;;;;;;;;;;;;;99;;;50;54;67;71;77;74;84;96;95;90;89;97;95;;;;;;;
Memet;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mert;;;;;;;;;;;;;100;65;69;55;38;24;18;23;21;22;18;14;17;17;15;17;19;18;23;21;23;14;16;21;25;27;29;30;21;26;26;27
Mertcan;;;;;;;;;;;;;;;;;;;;;;;84;87;99;;;;;;;;;;;;;;;;;;;
Mesut;;100;38;35;36;38;37;39;35;35;36;32;33;31;24;25;34;46;55;65;88;;;;;;;;;;;;;;;;;;;;;;;
Mete;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96;;;83;98;95;95;;;96
Metehan;;;;;;;;;;;;;;;;;;;;;;;;100;89;;89;91;92;80;67;70;72;77;62;70;68;47;53;44;38;34;28;21
Metin;67;20;12;25;29;34;36;42;39;41;40;42;45;41;45;52;61;64;63;68;72;84;92;91;100;100;;;;;;;;;;;;;;;;;;
Mevlüt;35;53;96;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Miraç;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;87;80;52;46;38;18;14;8;6;5;5;4;3;2
Miran;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;96;8;20
Muammer;63;51;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Muhammed;;;;;;;;;98;85;70;68;58;53;40;34;28;25;19;17;19;20;22;20;22;22;19;14;9;9;8;6;7;5;6;6;7;6;9;9;10;10;15;15
Muhammed Ali;;;;;;;;;;;;;;;;;;;;;;;;;;;;84;66;51;42;40;39;32;28;19;22;16;16;13;12;14;16;14
Muhammed Emin;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;73;59;49;50;50;45;36;33;29;28;28;27;36;38;44;44
Muhammed Emir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56;37;44;42;40;41;39;51;69;77
Muhammed Enes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95;77;75;77;69;60;61;63;58;60;74;86;95;;
Muhammed Eymen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78;69;66;70;85;
Muhammed Mustafa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91;84;81;76;63;55;53;49;59;65;70;80;100;
Muhammed Talha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97;;;;;;
Muhammed Yusuf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;94;80;73;67;67;70;76;92;;
Muhammet;;;84;60;60;56;55;54;51;49;43;41;35;33;27;28;27;26;27;25;25;26;28;28;30;28;29;27;29;28;29;35;37;41;51;52;76;85;96;97;;;;
Muhammet Ali;;;;;;;;;;;;;;;;;;;;;;;;;;;;99;85;72;68;63;74;72;74;68;81;84;87;93;;;;
Muhammet Emin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97;94;91;;98;99;92;100;;;;;;;
Muharrem;41;54;58;87;95;90;95;;;97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Murat;42;30;6;3;3;3;3;3;3;4;4;3;3;4;4;4;5;6;7;8;9;11;10;11;14;16;20;22;31;32;34;39;41;42;45;45;49;48;62;61;67;67;76;81
Musa;32;38;37;55;54;55;56;55;57;61;61;62;67;66;75;78;77;74;68;57;56;58;59;63;69;69;73;74;71;69;64;61;69;68;72;75;77;78;79;81;82;93;97;90
Mustafa;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;4;4;4;3;3;2;2;4;3;3;3;4;6;6;6;6
Muzaffer;25;31;63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mücahit;;;;;;;;;;;;;;;;;;;87;48;50;65;70;89;;;;;;;;;;;;;;;;;;;;
Necati;30;41;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Necdet;;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nevzat;66;57;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nihat;65;48;39;77;81;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Niyazi;58;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nurettin;36;40;59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nuri;46;72;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nurullah;;;;;;;;;;;;;;;;;;;91;96;84;93;89;80;83;90;;97;99;99;;;;;;;;;;;;;;
Oğuz;;;;;;;;;;;;;56;56;66;76;83;89;84;97;;;;;;;;;;;;;;;;;;;;;;;;
Oğuzhan;;;;;;;;;;;;;88;74;47;33;29;29;20;19;20;19;19;19;32;35;40;51;57;66;69;72;73;88;;;;;;;;;;
Okan;;;;;;;;;80;69;64;51;77;86;88;43;20;34;43;51;67;66;53;60;68;80;97;;;;;;;;;;;;;;;;;
Oktay;;;97;93;100;;;97;;;;;;;;;;;;;65;62;64;94;;;;;;;;;;;;;;;;;;;;
