37,Robert,2000
33,Robert,2001
30,Robert,2002
34,Robert,2003
38,Robert,2004
37,Robert,2005
37,Robert,2006
40,Robert,2007
49,Robert,2008
43,Robert,2009
43,Robert,2010
53,Robert,2011
48,Robert,2012
50,Robert,2013
52,Robert,2014
54,Robert,2015
56,Robert,2016
67,Robert,2017
92,Sam,1998
87,Sam,1999
94,Sam,2000
89,Sam,2001
71,Sam,2002
70,Sam,2003
59,Sam,2004
59,Sam,2005
58,Sam,2006
59,Sam,2007
57,Sam,2008
44,Sam,2009
41,Sam,2010
45,Sam,2011
46,Sam,2012
51,Sam,2013
42,Sam,2014
38,Sam,2015
41,Sam,2016
46,Sam,2017
104,Tadhg,1998
96,Tadhg,1999
92,Tadhg,2000
88,Tadhg,2001
80,Tadhg,2002
84,Tadhg,2003
68,Tadhg,2004
69,Tadhg,2005
64,Tadhg,2006
47,Tadhg,2007
41,Tadhg,2008
42,Tadhg,2009
40,Tadhg,2010
38,Tadhg,2011
37,Tadhg,2012
51,Tadhg,2013
48,Tadhg,2014
33,Tadhg,2015
32,Tadhg,2016
28,Tadhg,2017
158,Jacob,1998
161,Jacob,1999
115,Jacob,2000
123,Jacob,2001
123,Jacob,2002
115,Jacob,2003
132,Jacob,2004
116,Jacob,2005
118,Jacob,2006
94,Jacob,2007
110,Jacob,2008
110,Jacob,2009
79,Jacob,2010
64,Jacob,2011
64,Jacob,2012
53,Jacob,2013
49,Jacob,2014
49,Jacob,2015
37,Jacob,2016
41,Jacob,2017
31,Cathal,1998
42,Cathal,1999
35,Cathal,2000
38,Cathal,2001
38,Cathal,2002
39,Cathal,2003
34,Cathal,2004
31,Cathal,2005
35,Cathal,2006
38,Cathal,2007
36,Cathal,2008
47,Cathal,2009
42,Cathal,2010
44,Cathal,2011
56,Cathal,2012
54,Cathal,2013
69,Cathal,2014
66,Cathal,2015
65,Cathal,2016
61,Cathal,2017
11,Shane,1998
11,Shane,1999
13,Shane,2000
13,Shane,2001
21,Shane,2002
21,Shane,2003
19,Shane,2004
23,Shane,2005
24,Shane,2006
25,Shane,2007
28,Shane,2008
30,Shane,2009
33,Shane,2010
43,Shane,2011
47,Shane,2012
55,Shane,2013
58,Shane,2014
71,Shane,2015
64,Shane,2016
84,Shane,2017
112,Leon,1998
77,Leon,1999
77,Leon,2000
68,Leon,2001
81,Leon,2002
85,Leon,2003
82,Leon,2004
82,Leon,2005
73,Leon,2006
75,Leon,2007
44,Leon,2008
53,Leon,2009
56,Leon,2010
52,Leon,2011
54,Leon,2012
56,Leon,2013
54,Leon,2014
54,Leon,2015
58,Leon,2016
53,Leon,2017
14,Mark,1998
17,Mark,1999
18,Mark,2000
16,Mark,2001
22,Mark,2002
27,Mark,2003
27,Mark,2004
29,Mark,2005
31,Mark,2006
30,Mark,2007
33,Mark,2008
33,Mark,2009
44,Mark,2010
50,Mark,2011
48,Mark,2012
57,Mark,2013
65,Mark,2014
65,Mark,2015
72,Mark,2016
60,Mark,2017
222,Senan,1998
222,Senan,1999
236,Senan,2000
223,Senan,2001
207,Senan,2002
167,Senan,2003
114,Senan,2004
109,Senan,2005
95,Senan,2006
101,Senan,2007
85,Senan,2008
85,Senan,2009
74,Senan,2010
67,Senan,2011
65,Senan,2012
58,Senan,2013
60,Senan,2014
56,Senan,2015
58,Senan,2016
57,Senan,2017
376,Bobby,1998
292,Bobby,1999
395,Bobby,2000
251,Bobby,2001
235,Bobby,2002
184,Bobby,2003
146,Bobby,2004
105,Bobby,2005
128,Bobby,2006
108,Bobby,2007
109,Bobby,2008
85,Bobby,2009
64,Bobby,2010
63,Bobby,2011
63,Bobby,2012
59,Bobby,2013
54,Bobby,2014
50,Bobby,2015
47,Bobby,2016
48,Bobby,2017
42,Ronan,1998
44,Ronan,1999
41,Ronan,2000
50,Ronan,2001
54,Ronan,2002
51,Ronan,2003
39,Ronan,2004
43,Ronan,2005
47,Ronan,2006
41,Ronan,2007
43,Ronan,2008
38,Ronan,2009
50,Ronan,2010
48,Ronan,2011
52,Ronan,2012
60,Ronan,2013
64,Ronan,2014
56,Ronan,2015
71,Ronan,2016
74,Ronan,2017
23,Andrew,1998
28,Andrew,1999
31,Andrew,2000
37,Andrew,2001
41,Andrew,2002
36,Andrew,2003
32,Andrew,2004
39,Andrew,2005
43,Andrew,2006
43,Andrew,2007
41,Andrew,2008
58,Andrew,2009
58,Andrew,2010
60,Andrew,2011
60,Andrew,2012
60,Andrew,2013
61,Andrew,2014
60,Andrew,2015
72,Andrew,2016
76,Andrew,2017
49,Eoghan,1998
41,Eoghan,1999
47,Eoghan,2000
44,Eoghan,2001
48,Eoghan,2002
41,Eoghan,2003
52,Eoghan,2004
41,Eoghan,2005
50,Eoghan,2006
52,Eoghan,2007
48,Eoghan,2008
39,Eoghan,2009
55,Eoghan,2010
55,Eoghan,2011
53,Eoghan,2012
62,Eoghan,2013
56,Eoghan,2014
71,Eoghan,2015
68,Eoghan,2016
66,Eoghan,2017
168,Leo,1998
184,Leo,1999
171,Leo,2000
127,Leo,2001
107,Leo,2002
119,Leo,2003
104,Leo,2004
97,Leo,2005
87,Leo,2006
91,Leo,2007
96,Leo,2008
111,Leo,2009
96,Leo,2010
79,Leo,2011
84,Leo,2012
63,Leo,2013
56,Leo,2014
53,Leo,2015
44,Leo,2016
33,Leo,2017
230,Lucas,1998
189,Lucas,1999
206,Lucas,2000
215,Lucas,2001
190,Lucas,2002
197,Lucas,2003
212,Lucas,2004
157,Lucas,2005
118,Lucas,2006
91,Lucas,2007
105,Lucas,2008
79,Lucas,2009
79,Lucas,2010
80,Lucas,2011
71,Lucas,2012
64,Lucas,2013
74,Lucas,2014
82,Lucas,2015
63,Lucas,2016
58,Lucas,2017
53,Rory,1998
64,Rory,1999
65,Rory,2000
61,Rory,2001
57,Rory,2002
52,Rory,2003
48,Rory,2004
68,Rory,2005
45,Rory,2006
48,Rory,2007
49,Rory,2008
52,Rory,2009
57,Rory,2010
56,Rory,2011
42,Rory,2012
65,Rory,2013
66,Rory,2014
73,Rory,2015
74,Rory,2016
72,Rory,2017
0,Alfie,1998
0,Alfie,1999
0,Alfie,2000
0,Alfie,2001
0,Alfie,2002
305,Alfie,2003
317,Alfie,2004
252,Alfie,2005
184,Alfie,2006
195,Alfie,2007
146,Alfie,2008
115,Alfie,2009
97,Alfie,2010
85,Alfie,2011
79,Alfie,2012
66,Alfie,2013
58,Alfie,2014
62,Alfie,2015
54,Alfie,2016
36,Alfie,2017
222,Tyler,1998
214,Tyler,1999
183,Tyler,2000
191,Tyler,2001
204,Tyler,2002
214,Tyler,2003
213,Tyler,2004
146,Tyler,2005
172,Tyler,2006
123,Tyler,2007
146,Tyler,2008
130,Tyler,2009
83,Tyler,2010
65,Tyler,2011
45,Tyler,2012
67,Tyler,2013
75,Tyler,2014
80,Tyler,2015
75,Tyler,2016
97,Tyler,2017
77,Benjamin,1998
75,Benjamin,1999
67,Benjamin,2000
66,Benjamin,2001
53,Benjamin,2002
53,Benjamin,2003
57,Benjamin,2004
55,Benjamin,2005
68,Benjamin,2006
56,Benjamin,2007
63,Benjamin,2008
68,Benjamin,2009
62,Benjamin,2010
74,Benjamin,2011
68,Benjamin,2012
68,Benjamin,2013
63,Benjamin,2014
58,Benjamin,2015
58,Benjamin,2016
69,Benjamin,2017
61,Cormac,1998
55,Cormac,1999
54,Cormac,2000
59,Cormac,2001
52,Cormac,2002
56,Cormac,2003
51,Cormac,2004
39,Cormac,2005
42,Cormac,2006
53,Cormac,2007
54,Cormac,2008
57,Cormac,2009
59,Cormac,2010
59,Cormac,2011
68,Cormac,2012
68,Cormac,2013
76,Cormac,2014
89,Cormac,2015
83,Cormac,2016
97,Cormac,2017
81,Scott,1998
83,Scott,1999
70,Scott,2000
66,Scott,2001
58,Scott,2002
59,Scott,2003
42,Scott,2004
58,Scott,2005
56,Scott,2006
67,Scott,2007
71,Scott,2008
70,Scott,2009
73,Scott,2010
83,Scott,2011
67,Scott,2012
70,Scott,2013
68,Scott,2014
74,Scott,2015
67,Scott,2016
90,Scott,2017
41,Christopher,1998
40,Christopher,1999
43,Christopher,2000
42,Christopher,2001
47,Christopher,2002
46,Christopher,2003
53,Christopher,2004
60,Christopher,2005
53,Christopher,2006
61,Christopher,2007
61,Christopher,2008
61,Christopher,2009
70,Christopher,2010
69,Christopher,2011
75,Christopher,2012
71,Christopher,2013
72,Christopher,2014
86,Christopher,2015
93,Christopher,2016
92,Christopher,2017
168,Odhran,1998
184,Odhran,1999
138,Odhran,2000
121,Odhran,2001
163,Odhran,2002
156,Odhran,2003
100,Odhran,2004
106,Odhran,2005
107,Odhran,2006
104,Odhran,2007
89,Odhran,2008
82,Odhran,2009
77,Odhran,2010
88,Odhran,2011
82,Odhran,2012
72,Odhran,2013
66,Odhran,2014
69,Odhran,2015
58,Odhran,2016
64,Odhran,2017
25,Kevin,1998
33,Kevin,1999
25,Kevin,2000
36,Kevin,2001
32,Kevin,2002
38,Kevin,2003
44,Kevin,2004
47,Kevin,2005
48,Kevin,2006
44,Kevin,2007
59,Kevin,2008
51,Kevin,2009
67,Kevin,2010
58,Kevin,2011
70,Kevin,2012
73,Kevin,2013
82,Kevin,2014
87,Kevin,2015
81,Kevin,2016
92,Kevin,2017
24,Ciaran,1998
30,Ciaran,1999
23,Ciaran,2000
25,Ciaran,2001
28,Ciaran,2002
30,Ciaran,2003
30,Ciaran,2004
31,Ciaran,2005
33,Ciaran,2006
41,Ciaran,2007
40,Ciaran,2008
53,Ciaran,2009
