num,Name,Year,Statistic
31,Oliver,2015,Rank of Name in Ireland  (Number)
259,Oliver,2015,Registered Births in Ireland (Number)
30,Oliver,2016,Rank of Name in Ireland  (Number)
244,Oliver,2016,Registered Births in Ireland (Number)
30,Oliver,2017,Rank of Name in Ireland  (Number)
249,Oliver,2017,Registered Births in Ireland (Number)
52,Joshua,1998,Rank of Name in Ireland  (Number)
108,Joshua,1998,Registered Births in Ireland (Number)
44,Joshua,1999,Rank of Name in Ireland  (Number)
147,Joshua,1999,Registered Births in Ireland (Number)
34,Joshua,2000,Rank of Name in Ireland  (Number)
216,Joshua,2000,Registered Births in Ireland (Number)
28,Joshua,2001,Rank of Name in Ireland  (Number)
257,Joshua,2001,Registered Births in Ireland (Number)
19,Joshua,2002,Rank of Name in Ireland  (Number)
345,Joshua,2002,Registered Births in Ireland (Number)
17,Joshua,2003,Rank of Name in Ireland  (Number)
352,Joshua,2003,Registered Births in Ireland (Number)
22,Joshua,2004,Rank of Name in Ireland  (Number)
364,Joshua,2004,Registered Births in Ireland (Number)
25,Joshua,2005,Rank of Name in Ireland  (Number)
324,Joshua,2005,Registered Births in Ireland (Number)
27,Joshua,2006,Rank of Name in Ireland  (Number)
341,Joshua,2006,Registered Births in Ireland (Number)
29,Joshua,2007,Rank of Name in Ireland  (Number)
311,Joshua,2007,Registered Births in Ireland (Number)
27,Joshua,2008,Rank of Name in Ireland  (Number)
302,Joshua,2008,Registered Births in Ireland (Number)
31,Joshua,2009,Rank of Name in Ireland  (Number)
256,Joshua,2009,Registered Births in Ireland (Number)
36,Joshua,2010,Rank of Name in Ireland  (Number)
256,Joshua,2010,Registered Births in Ireland (Number)
33,Joshua,2011,Rank of Name in Ireland  (Number)
249,Joshua,2011,Registered Births in Ireland (Number)
41,Joshua,2012,Rank of Name in Ireland  (Number)
210,Joshua,2012,Registered Births in Ireland (Number)
42,Joshua,2013,Rank of Name in Ireland  (Number)
198,Joshua,2013,Registered Births in Ireland (Number)
38,Joshua,2014,Rank of Name in Ireland  (Number)
203,Joshua,2014,Registered Births in Ireland (Number)
47,Joshua,2015,Rank of Name in Ireland  (Number)
162,Joshua,2015,Registered Births in Ireland (Number)
44,Joshua,2016,Rank of Name in Ireland  (Number)
179,Joshua,2016,Registered Births in Ireland (Number)
50,Joshua,2017,Rank of Name in Ireland  (Number)
155,Joshua,2017,Registered Births in Ireland (Number)
57,William,1998,Rank of Name in Ireland  (Number)
95,William,1998,Registered Births in Ireland (Number)
50,William,1999,Rank of Name in Ireland  (Number)
130,William,1999,Registered Births in Ireland (Number)
46,William,2000,Rank of Name in Ireland  (Number)
156,William,2000,Registered Births in Ireland (Number)
52,William,2001,Rank of Name in Ireland  (Number)
130,William,2001,Registered Births in Ireland (Number)
49,William,2002,Rank of Name in Ireland  (Number)
139,William,2002,Registered Births in Ireland (Number)
55,William,2003,Rank of Name in Ireland  (Number)
125,William,2003,Registered Births in Ireland (Number)
54,William,2004,Rank of Name in Ireland  (Number)
141,William,2004,Registered Births in Ireland (Number)
51,William,2005,Rank of Name in Ireland  (Number)
149,William,2005,Registered Births in Ireland (Number)
50,William,2006,Rank of Name in Ireland  (Number)
149,William,2006,Registered Births in Ireland (Number)
44,William,2007,Rank of Name in Ireland  (Number)
179,William,2007,Registered Births in Ireland (Number)
46,William,2008,Rank of Name in Ireland  (Number)
181,William,2008,Registered Births in Ireland (Number)
55,William,2009,Rank of Name in Ireland  (Number)
164,William,2009,Registered Births in Ireland (Number)
45,William,2010,Rank of Name in Ireland  (Number)
188,William,2010,Registered Births in Ireland (Number)
47,William,2011,Rank of Name in Ireland  (Number)
190,William,2011,Registered Births in Ireland (Number)
51,William,2012,Rank of Name in Ireland  (Number)
169,William,2012,Registered Births in Ireland (Number)
43,William,2013,Rank of Name in Ireland  (Number)
195,William,2013,Registered Births in Ireland (Number)
50,William,2014,Rank of Name in Ireland  (Number)
165,William,2014,Registered Births in Ireland (Number)
51,William,2015,Rank of Name in Ireland  (Number)
157,William,2015,Registered Births in Ireland (Number)
50,William,2016,Rank of Name in Ireland  (Number)
155,William,2016,Registered Births in Ireland (Number)
54,William,2017,Rank of Name in Ireland  (Number)
139,William,2017,Registered Births in Ireland (Number)
20,Eoin,1998,Rank of Name in Ireland  (Number)
295,Eoin,1998,Registered Births in Ireland (Number)
16,Eoin,1999,Rank of Name in Ireland  (Number)
347,Eoin,1999,Registered Births in Ireland (Number)
15,Eoin,2000,Rank of Name in Ireland  (Number)
368,Eoin,2000,Registered Births in Ireland (Number)
18,Eoin,2001,Rank of Name in Ireland  (Number)
349,Eoin,2001,Registered Births in Ireland (Number)
16,Eoin,2002,Rank of Name in Ireland  (Number)
361,Eoin,2002,Registered Births in Ireland (Number)
15,Eoin,2003,Rank of Name in Ireland  (Number)
356,Eoin,2003,Registered Births in Ireland (Number)
14,Eoin,2004,Rank of Name in Ireland  (Number)
429,Eoin,2004,Registered Births in Ireland (Number)
21,Eoin,2005,Rank of Name in Ireland  (Number)
370,Eoin,2005,Registered Births in Ireland (Number)
26,Eoin,2006,Rank of Name in Ireland  (Number)
356,Eoin,2006,Registered Births in Ireland (Number)
24,Eoin,2007,Rank of Name in Ireland  (Number)
354,Eoin,2007,Registered Births in Ireland (Number)
26,Eoin,2008,Rank of Name in Ireland  (Number)
311,Eoin,2008,Registered Births in Ireland (Number)
20,Eoin,2009,Rank of Name in Ireland  (Number)
367,Eoin,2009,Registered Births in Ireland (Number)
29,Eoin,2010,Rank of Name in Ireland  (Number)
294,Eoin,2010,Registered Births in Ireland (Number)
32,Eoin,2011,Rank of Name in Ireland  (Number)
251,Eoin,2011,Registered Births in Ireland (Number)
36,Eoin,2012,Rank of Name in Ireland  (Number)
228,Eoin,2012,Registered Births in Ireland (Number)
44,Eoin,2013,Rank of Name in Ireland  (Number)
194,Eoin,2013,Registered Births in Ireland (Number)
46,Eoin,2014,Rank of Name in Ireland  (Number)
179,Eoin,2014,Registered Births in Ireland (Number)
47,Eoin,2015,Rank of Name in Ireland  (Number)
162,Eoin,2015,Registered Births in Ireland (Number)
55,Eoin,2016,Rank of Name in Ireland  (Number)
135,Eoin,2016,Registered Births in Ireland (Number)
58,Eoin,2017,Rank of Name in Ireland  (Number)
120,Eoin,2017,Registered Births in Ireland (Number)
628,Jayden,1998,Rank of Name in Ireland  (Number)
0,Jayden,1998,Registered Births in Ireland (Number)
614,Jayden,1999,Rank of Name in Ireland  (Number)
0,Jayden,1999,Registered Births in Ireland (Number)
489,Jayden,2000,Rank of Name in Ireland  (Number)
0,Jayden,2000,Registered Births in Ireland (Number)
0,Jayden,2001,Rank of Name in Ireland  (Number)
0,Jayden,2001,Registered Births in Ireland (Number)
521,Jayden,2002,Rank of Name in Ireland  (Number)
0,Jayden,2002,Registered Births in Ireland (Number)
649,Jayden,2003,Rank of Name in Ireland  (Number)
0,Jayden,2003,Registered Births in Ireland (Number)
306,Jayden,2004,Rank of Name in Ireland  (Number)
9,Jayden,2004,Registered Births in Ireland (Number)
307,Jayden,2005,Rank of Name in Ireland  (Number)
8,Jayden,2005,Registered Births in Ireland (Number)
305,Jayden,2006,Rank of Name in Ireland  (Number)
13,Jayden,2006,Registered Births in Ireland (Number)
85,Jayden,2007,Rank of Name in Ireland  (Number)
83,Jayden,2007,Registered Births in Ireland (Number)
54,Jayden,2008,Rank of Name in Ireland  (Number)
167,Jayden,2008,Registered Births in Ireland (Number)
49,Jayden,2009,Rank of Name in Ireland  (Number)
181,Jayden,2009,Registered Births in Ireland (Number)
47,Jayden,2010,Rank of Name in Ireland  (Number)
183,Jayden,2010,Registered Births in Ireland (Number)
50,Jayden,2011,Rank of Name in Ireland  (Number)
177,Jayden,2011,Registered Births in Ireland (Number)
43,Jayden,2012,Rank of Name in Ireland  (Number)
197,Jayden,2012,Registered Births in Ireland (Number)
45,Jayden,2013,Rank of Name in Ireland  (Number)
191,Jayden,2013,Registered Births in Ireland (Number)
53,Jayden,2014,Rank of Name in Ireland  (Number)
153,Jayden,2014,Registered Births in Ireland (Number)
61,Jayden,2015,Rank of Name in Ireland  (Number)
127,Jayden,2015,Registered Births in Ireland (Number)
62,Jayden,2016,Rank of Name in Ireland  (Number)
125,Jayden,2016,Registered Births in Ireland (Number)
61,Jayden,2017,Rank of Name in Ireland  (Number)
114,Jayden,2017,Registered Births in Ireland (Number)
142,Oscar,1998,Rank of Name in Ireland  (Number)
20,Oscar,1998,Registered Births in Ireland (Number)
136,Oscar,1999,Rank of Name in Ireland  (Number)
25,Oscar,1999,Registered Births in Ireland (Number)
171,Oscar,2000,Rank of Name in Ireland  (Number)
17,Oscar,2000,Registered Births in Ireland (Number)
131,Oscar,2001,Rank of Name in Ireland  (Number)
33,Oscar,2001,Registered Births in Ireland (Number)
112,Oscar,2002,Rank of Name in Ireland  (Number)
42,Oscar,2002,Registered Births in Ireland (Number)
111,Oscar,2003,Rank of Name in Ireland  (Number)
45,Oscar,2003,Registered Births in Ireland (Number)
107,Oscar,2004,Rank of Name in Ireland  (Number)
54,Oscar,2004,Registered Births in Ireland (Number)
79,Oscar,2005,Rank of Name in Ireland  (Number)
80,Oscar,2005,Registered Births in Ireland (Number)
92,Oscar,2006,Rank of Name in Ireland  (Number)
68,Oscar,2006,Registered Births in Ireland (Number)
81,Oscar,2007,Rank of Name in Ireland  (Number)
89,Oscar,2007,Registered Births in Ireland (Number)
65,Oscar,2008,Rank of Name in Ireland  (Number)
132,Oscar,2008,Registered Births in Ireland (Number)
65,Oscar,2009,Rank of Name in Ireland  (Number)
131,Oscar,2009,Registered Births in Ireland (Number)
61,Oscar,2010,Rank of Name in Ireland  (Number)
131,Oscar,2010,Registered Births in Ireland (Number)
62,Oscar,2011,Rank of Name in Ireland  (Number)
135,Oscar,2011,Registered Births in Ireland (Number)
"""..""",Oscar,2012,Rank of Name in Ireland  (Number)
"""..""",Oscar,2012,Registered Births in Ireland (Number)
46,Oscar,2013,Rank of Name in Ireland  (Number)
184,Oscar,2013,Registered Births in Ireland (Number)
46,Oscar,2014,Rank of Name in Ireland  (Number)
179,Oscar,2014,Registered Births in Ireland (Number)
45,Oscar,2015,Rank of Name in Ireland  (Number)
170,Oscar,2015,Registered Births in Ireland (Number)
46,Oscar,2016,Rank of Name in Ireland  (Number)
172,Oscar,2016,Registered Births in Ireland (Number)
44,Oscar,2017,Rank of Name in Ireland  (Number)
168,Oscar,2017,Registered Births in Ireland (Number)
99,Callum,1998,Rank of Name in Ireland  (Number)
43,Callum,1998,Registered Births in Ireland (Number)
79,Callum,1999,Rank of Name in Ireland  (Number)
71,Callum,1999,Registered Births in Ireland (Number)
69,Callum,2000,Rank of Name in Ireland  (Number)
86,Callum,2000,Registered Births in Ireland (Number)
76,Callum,2001,Rank of Name in Ireland  (Number)
76,Callum,2001,Registered Births in Ireland (Number)
60,Callum,2002,Rank of Name in Ireland  (Number)
110,Callum,2002,Registered Births in Ireland (Number)
46,Callum,2003,Rank of Name in Ireland  (Number)
138,Callum,2003,Registered Births in Ireland (Number)
61,Callum,2004,Rank of Name in Ireland  (Number)
130,Callum,2004,Registered Births in Ireland (Number)
34,Callum,2005,Rank of Name in Ireland  (Number)
216,Callum,2005,Registered Births in Ireland (Number)
22,Callum,2006,Rank of Name in Ireland  (Number)
368,Callum,2006,Registered Births in Ireland (Number)
34,Callum,2007,Rank of Name in Ireland  (Number)
239,Callum,2007,Registered Births in Ireland (Number)
37,Callum,2008,Rank of Name in Ireland  (Number)
224,Callum,2008,Registered Births in Ireland (Number)
29,Callum,2009,Rank of Name in Ireland  (Number)
297,Callum,2009,Registered Births in Ireland (Number)
32,Callum,2010,Rank of Name in Ireland  (Number)
288,Callum,2010,Registered Births in Ireland (Number)
35,Callum,2011,Rank of Name in Ireland  (Number)
245,Callum,2011,Registered Births in Ireland (Number)
39,Callum,2012,Rank of Name in Ireland  (Number)
215,Callum,2012,Registered Births in Ireland (Number)
47,Callum,2013,Rank of Name in Ireland  (Number)
181,Callum,2013,Registered Births in Ireland (Number)
36,Callum,2014,Rank of Name in Ireland  (Number)
214,Callum,2014,Registered Births in Ireland (Number)
43,Callum,2015,Rank of Name in Ireland  (Number)
173,Callum,2015,Registered Births in Ireland (Number)
48,Callum,2016,Rank of Name in Ireland  (Number)
162,Callum,2016,Registered Births in Ireland (Number)
43,Callum,2017,Rank of Name in Ireland  (Number)
171,Callum,2017,Registered Births in Ireland (Number)
65,Aidan,1998,Rank of Name in Ireland  (Number)
86,Aidan,1998,Registered Births in Ireland (Number)
69,Aidan,1999,Rank of Name in Ireland  (Number)
87,Aidan,1999,Registered Births in Ireland (Number)
74,Aidan,2000,Rank of Name in Ireland  (Number)
75,Aidan,2000,Registered Births in Ireland (Number)
73,Aidan,2001,Rank of Name in Ireland  (Number)
84,Aidan,2001,Registered Births in Ireland (Number)
62,Aidan,2002,Rank of Name in Ireland  (Number)
109,Aidan,2002,Registered Births in Ireland (Number)
64,Aidan,2003,Rank of Name in Ireland  (Number)
109,Aidan,2003,Registered Births in Ireland (Number)
62,Aidan,2004,Rank of Name in Ireland  (Number)
124,Aidan,2004,Registered Births in Ireland (Number)
71,Aidan,2005,Rank of Name in Ireland  (Number)
106,Aidan,2005,Registered Births in Ireland (Number)
65,Aidan,2006,Rank of Name in Ireland  (Number)
120,Aidan,2006,Registered Births in Ireland (Number)
55,Aidan,2007,Rank of Name in Ireland  (Number)
149,Aidan,2007,Registered Births in Ireland (Number)
60,Aidan,2008,Rank of Name in Ireland  (Number)
151,Aidan,2008,Registered Births in Ireland (Number)
46,Aidan,2009,Rank of Name in Ireland  (Number)
196,Aidan,2009,Registered Births in Ireland (Number)
48,Aidan,2010,Rank of Name in Ireland  (Number)
182,Aidan,2010,Registered Births in Ireland (Number)
40,Aidan,2011,Rank of Name in Ireland  (Number)
229,Aidan,2011,Registered Births in Ireland (Number)
50,Aidan,2012,Rank of Name in Ireland  (Number)
172,Aidan,2012,Registered Births in Ireland (Number)
48,Aidan,2013,Rank of Name in Ireland  (Number)
179,Aidan,2013,Registered Births in Ireland (Number)
51,Aidan,2014,Rank of Name in Ireland  (Number)
159,Aidan,2014,Registered Births in Ireland (Number)
52,Aidan,2015,Rank of Name in Ireland  (Number)
154,Aidan,2015,Registered Births in Ireland (Number)
52,Aidan,2016,Rank of Name in Ireland  (Number)
152,Aidan,2016,Registered Births in Ireland (Number)
56,Aidan,2017,Rank of Name in Ireland  (Number)
127,Aidan,2017,Registered Births in Ireland (Number)
117,Tom,1998,Rank of Name in Ireland  (Number)
31,Tom,1998,Registered Births in Ireland (Number)
127,Tom,1999,Rank of Name in Ireland  (Number)
30,Tom,1999,Registered Births in Ireland (Number)
119,Tom,2000,Rank of Name in Ireland  (Number)
38,Tom,2000,Registered Births in Ireland (Number)
94,Tom,2001,Rank of Name in Ireland  (Number)
56,Tom,2001,Registered Births in Ireland (Number)
90,Tom,2002,Rank of Name in Ireland  (Number)
61,Tom,2002,Registered Births in Ireland (Number)
83,Tom,2003,Rank of Name in Ireland  (Number)
74,Tom,2003,Registered Births in Ireland (Number)
98,Tom,2004,Rank of Name in Ireland  (Number)
60,Tom,2004,Registered Births in Ireland (Number)
79,Tom,2005,Rank of Name in Ireland  (Number)
80,Tom,2005,Registered Births in Ireland (Number)
71,Tom,2006,Rank of Name in Ireland  (Number)
100,Tom,2006,Registered Births in Ireland (Number)
74,Tom,2007,Rank of Name in Ireland  (Number)
107,Tom,2007,Registered Births in Ireland (Number)
76,Tom,2008,Rank of Name in Ireland  (Number)
113,Tom,2008,Registered Births in Ireland (Number)
62,Tom,2009,Rank of Name in Ireland  (Number)
139,Tom,2009,Registered Births in Ireland (Number)
65,Tom,2010,Rank of Name in Ireland  (Number)
123,Tom,2010,Registered Births in Ireland (Number)
66,Tom,2011,Rank of Name in Ireland  (Number)
126,Tom,2011,Registered Births in Ireland (Number)
58,Tom,2012,Rank of Name in Ireland  (Number)
157,Tom,2012,Registered Births in Ireland (Number)
49,Tom,2013,Rank of Name in Ireland  (Number)
178,Tom,2013,Registered Births in Ireland (Number)
45,Tom,2014,Rank of Name in Ireland  (Number)
185,Tom,2014,Registered Births in Ireland (Number)
37,Tom,2015,Rank of Name in Ireland  (Number)
192,Tom,2015,Registered Births in Ireland (Number)
36,Tom,2016,Rank of Name in Ireland  (Number)
197,Tom,2016,Registered Births in Ireland (Number)
50,Tom,2017,Rank of Name in Ireland  (Number)
155,Tom,2017,Registered Births in Ireland (Number)
27,Robert,1998,Rank of Name in Ireland  (Number)
214,Robert,1998,Registered Births in Ireland (Number)
27,Robert,1999,Rank of Name in Ireland  (Number)
240,Robert,1999,Registered Births in Ireland (Number)
37,Robert,2000,Rank of Name in Ireland  (Number)
200,Robert,2000,Registered Births in Ireland (Number)
33,Robert,2001,Rank of Name in Ireland  (Number)
240,Robert,2001,Registered Births in Ireland (Number)
30,Robert,2002,Rank of Name in Ireland  (Number)
227,Robert,2002,Registered Births in Ireland (Number)
34,Robert,2003,Rank of Name in Ireland  (Number)
204,Robert,2003,Registered Births in Ireland (Number)
