num,Name,Year,Statistic
58,Edward,2005,Registered Births in Ireland (Number)
115,Edward,2006,Rank of Name in Ireland  (Number)
53,Edward,2006,Registered Births in Ireland (Number)
82,Edward,2007,Rank of Name in Ireland  (Number)
85,Edward,2007,Registered Births in Ireland (Number)
93,Edward,2008,Rank of Name in Ireland  (Number)
85,Edward,2008,Registered Births in Ireland (Number)
103,Edward,2009,Rank of Name in Ireland  (Number)
75,Edward,2009,Registered Births in Ireland (Number)
101,Edward,2010,Rank of Name in Ireland  (Number)
72,Edward,2010,Registered Births in Ireland (Number)
95,Edward,2011,Rank of Name in Ireland  (Number)
85,Edward,2011,Registered Births in Ireland (Number)
95,Edward,2012,Rank of Name in Ireland  (Number)
84,Edward,2012,Registered Births in Ireland (Number)
96,Edward,2013,Rank of Name in Ireland  (Number)
77,Edward,2013,Registered Births in Ireland (Number)
"""..""",Edward,2014,Rank of Name in Ireland  (Number)
"""..""",Edward,2014,Registered Births in Ireland (Number)
95,Edward,2015,Rank of Name in Ireland  (Number)
76,Edward,2015,Registered Births in Ireland (Number)
90,Edward,2016,Rank of Name in Ireland  (Number)
81,Edward,2016,Registered Births in Ireland (Number)
101,Edward,2017,Rank of Name in Ireland  (Number)
69,Edward,2017,Registered Births in Ireland (Number)
101,Hugh,1998,Rank of Name in Ireland  (Number)
40,Hugh,1998,Registered Births in Ireland (Number)
102,Hugh,1999,Rank of Name in Ireland  (Number)
45,Hugh,1999,Registered Births in Ireland (Number)
109,Hugh,2000,Rank of Name in Ireland  (Number)
43,Hugh,2000,Registered Births in Ireland (Number)
117,Hugh,2001,Rank of Name in Ireland  (Number)
39,Hugh,2001,Registered Births in Ireland (Number)
106,Hugh,2002,Rank of Name in Ireland  (Number)
48,Hugh,2002,Registered Births in Ireland (Number)
101,Hugh,2003,Rank of Name in Ireland  (Number)
54,Hugh,2003,Registered Births in Ireland (Number)
91,Hugh,2004,Rank of Name in Ireland  (Number)
66,Hugh,2004,Registered Births in Ireland (Number)
99,Hugh,2005,Rank of Name in Ireland  (Number)
62,Hugh,2005,Registered Births in Ireland (Number)
107,Hugh,2006,Rank of Name in Ireland  (Number)
56,Hugh,2006,Registered Births in Ireland (Number)
111,Hugh,2007,Rank of Name in Ireland  (Number)
65,Hugh,2007,Registered Births in Ireland (Number)
100,Hugh,2008,Rank of Name in Ireland  (Number)
76,Hugh,2008,Registered Births in Ireland (Number)
92,Hugh,2009,Rank of Name in Ireland  (Number)
82,Hugh,2009,Registered Births in Ireland (Number)
126,Hugh,2010,Rank of Name in Ireland  (Number)
59,Hugh,2010,Registered Births in Ireland (Number)
99,Hugh,2011,Rank of Name in Ireland  (Number)
79,Hugh,2011,Registered Births in Ireland (Number)
"""..""",Hugh,2012,Rank of Name in Ireland  (Number)
"""..""",Hugh,2012,Registered Births in Ireland (Number)
98,Hugh,2013,Rank of Name in Ireland  (Number)
73,Hugh,2013,Registered Births in Ireland (Number)
"""..""",Hugh,2014,Rank of Name in Ireland  (Number)
"""..""",Hugh,2014,Registered Births in Ireland (Number)
"""..""",Hugh,2015,Rank of Name in Ireland  (Number)
"""..""",Hugh,2015,Registered Births in Ireland (Number)
"""..""",Hugh,2016,Rank of Name in Ireland  (Number)
"""..""",Hugh,2016,Registered Births in Ireland (Number)
117,Hugh,2017,Rank of Name in Ireland  (Number)
54,Hugh,2017,Registered Births in Ireland (Number)
137,Oran,1998,Rank of Name in Ireland  (Number)
23,Oran,1998,Registered Births in Ireland (Number)
105,Oran,1999,Rank of Name in Ireland  (Number)
43,Oran,1999,Registered Births in Ireland (Number)
138,Oran,2000,Rank of Name in Ireland  (Number)
27,Oran,2000,Registered Births in Ireland (Number)
96,Oran,2001,Rank of Name in Ireland  (Number)
53,Oran,2001,Registered Births in Ireland (Number)
99,Oran,2002,Rank of Name in Ireland  (Number)
50,Oran,2002,Registered Births in Ireland (Number)
80,Oran,2003,Rank of Name in Ireland  (Number)
77,Oran,2003,Registered Births in Ireland (Number)
88,Oran,2004,Rank of Name in Ireland  (Number)
67,Oran,2004,Registered Births in Ireland (Number)
78,Oran,2005,Rank of Name in Ireland  (Number)
81,Oran,2005,Registered Births in Ireland (Number)
97,Oran,2006,Rank of Name in Ireland  (Number)
64,Oran,2006,Registered Births in Ireland (Number)
86,Oran,2007,Rank of Name in Ireland  (Number)
81,Oran,2007,Registered Births in Ireland (Number)
86,Oran,2008,Rank of Name in Ireland  (Number)
93,Oran,2008,Registered Births in Ireland (Number)
90,Oran,2009,Rank of Name in Ireland  (Number)
87,Oran,2009,Registered Births in Ireland (Number)
75,Oran,2010,Rank of Name in Ireland  (Number)
99,Oran,2010,Registered Births in Ireland (Number)
80,Oran,2011,Rank of Name in Ireland  (Number)
96,Oran,2011,Registered Births in Ireland (Number)
61,Oran,2012,Rank of Name in Ireland  (Number)
150,Oran,2012,Registered Births in Ireland (Number)
98,Oran,2013,Rank of Name in Ireland  (Number)
73,Oran,2013,Registered Births in Ireland (Number)
100,Oran,2014,Rank of Name in Ireland  (Number)
76,Oran,2014,Registered Births in Ireland (Number)
"""..""",Oran,2015,Rank of Name in Ireland  (Number)
"""..""",Oran,2015,Registered Births in Ireland (Number)
"""..""",Oran,2016,Rank of Name in Ireland  (Number)
"""..""",Oran,2016,Registered Births in Ireland (Number)
114,Oran,2017,Rank of Name in Ireland  (Number)
57,Oran,2017,Registered Births in Ireland (Number)
376,Sebastian,1998,Rank of Name in Ireland  (Number)
0,Sebastian,1998,Registered Births in Ireland (Number)
222,Sebastian,1999,Rank of Name in Ireland  (Number)
8,Sebastian,1999,Registered Births in Ireland (Number)
349,Sebastian,2000,Rank of Name in Ireland  (Number)
0,Sebastian,2000,Registered Births in Ireland (Number)
273,Sebastian,2001,Rank of Name in Ireland  (Number)
7,Sebastian,2001,Registered Births in Ireland (Number)
292,Sebastian,2002,Rank of Name in Ireland  (Number)
7,Sebastian,2002,Registered Births in Ireland (Number)
245,Sebastian,2003,Rank of Name in Ireland  (Number)
11,Sebastian,2003,Registered Births in Ireland (Number)
263,Sebastian,2004,Rank of Name in Ireland  (Number)
10,Sebastian,2004,Registered Births in Ireland (Number)
243,Sebastian,2005,Rank of Name in Ireland  (Number)
12,Sebastian,2005,Registered Births in Ireland (Number)
199,Sebastian,2006,Rank of Name in Ireland  (Number)
21,Sebastian,2006,Registered Births in Ireland (Number)
132,Sebastian,2007,Rank of Name in Ireland  (Number)
48,Sebastian,2007,Registered Births in Ireland (Number)
137,Sebastian,2008,Rank of Name in Ireland  (Number)
53,Sebastian,2008,Registered Births in Ireland (Number)
135,Sebastian,2009,Rank of Name in Ireland  (Number)
52,Sebastian,2009,Registered Births in Ireland (Number)
92,Sebastian,2010,Rank of Name in Ireland  (Number)
79,Sebastian,2010,Registered Births in Ireland (Number)
92,Sebastian,2011,Rank of Name in Ireland  (Number)
88,Sebastian,2011,Registered Births in Ireland (Number)
"""..""",Sebastian,2012,Rank of Name in Ireland  (Number)
"""..""",Sebastian,2012,Registered Births in Ireland (Number)
98,Sebastian,2013,Rank of Name in Ireland  (Number)
73,Sebastian,2013,Registered Births in Ireland (Number)
87,Sebastian,2014,Rank of Name in Ireland  (Number)
91,Sebastian,2014,Registered Births in Ireland (Number)
97,Sebastian,2015,Rank of Name in Ireland  (Number)
74,Sebastian,2015,Registered Births in Ireland (Number)
98,Sebastian,2016,Rank of Name in Ireland  (Number)
71,Sebastian,2016,Registered Births in Ireland (Number)
80,Sebastian,2017,Rank of Name in Ireland  (Number)
88,Sebastian,2017,Registered Births in Ireland (Number)
42,Peter,1998,Rank of Name in Ireland  (Number)
143,Peter,1998,Registered Births in Ireland (Number)
48,Peter,1999,Rank of Name in Ireland  (Number)
140,Peter,1999,Registered Births in Ireland (Number)
53,Peter,2000,Rank of Name in Ireland  (Number)
131,Peter,2000,Registered Births in Ireland (Number)
48,Peter,2001,Rank of Name in Ireland  (Number)
151,Peter,2001,Registered Births in Ireland (Number)
50,Peter,2002,Rank of Name in Ireland  (Number)
128,Peter,2002,Registered Births in Ireland (Number)
50,Peter,2003,Rank of Name in Ireland  (Number)
134,Peter,2003,Registered Births in Ireland (Number)
66,Peter,2004,Rank of Name in Ireland  (Number)
108,Peter,2004,Registered Births in Ireland (Number)
64,Peter,2005,Rank of Name in Ireland  (Number)
117,Peter,2005,Registered Births in Ireland (Number)
62,Peter,2006,Rank of Name in Ireland  (Number)
125,Peter,2006,Registered Births in Ireland (Number)
65,Peter,2007,Rank of Name in Ireland  (Number)
121,Peter,2007,Registered Births in Ireland (Number)
70,Peter,2008,Rank of Name in Ireland  (Number)
127,Peter,2008,Registered Births in Ireland (Number)
67,Peter,2009,Rank of Name in Ireland  (Number)
127,Peter,2009,Registered Births in Ireland (Number)
83,Peter,2010,Rank of Name in Ireland  (Number)
95,Peter,2010,Registered Births in Ireland (Number)
87,Peter,2011,Rank of Name in Ireland  (Number)
90,Peter,2011,Registered Births in Ireland (Number)
89,Peter,2012,Rank of Name in Ireland  (Number)
91,Peter,2012,Registered Births in Ireland (Number)
101,Peter,2013,Rank of Name in Ireland  (Number)
70,Peter,2013,Registered Births in Ireland (Number)
77,Peter,2014,Rank of Name in Ireland  (Number)
101,Peter,2014,Registered Births in Ireland (Number)
75,Peter,2015,Rank of Name in Ireland  (Number)
103,Peter,2015,Registered Births in Ireland (Number)
"""..""",Peter,2016,Rank of Name in Ireland  (Number)
"""..""",Peter,2016,Registered Births in Ireland (Number)
88,Peter,2017,Rank of Name in Ireland  (Number)
82,Peter,2017,Registered Births in Ireland (Number)
107,Daire,1998,Rank of Name in Ireland  (Number)
36,Daire,1998,Registered Births in Ireland (Number)
122,Daire,1999,Rank of Name in Ireland  (Number)
33,Daire,1999,Registered Births in Ireland (Number)
106,Daire,2000,Rank of Name in Ireland  (Number)
44,Daire,2000,Registered Births in Ireland (Number)
98,Daire,2001,Rank of Name in Ireland  (Number)
50,Daire,2001,Registered Births in Ireland (Number)
116,Daire,2002,Rank of Name in Ireland  (Number)
40,Daire,2002,Registered Births in Ireland (Number)
92,Daire,2003,Rank of Name in Ireland  (Number)
59,Daire,2003,Registered Births in Ireland (Number)
95,Daire,2004,Rank of Name in Ireland  (Number)
63,Daire,2004,Registered Births in Ireland (Number)
96,Daire,2005,Rank of Name in Ireland  (Number)
66,Daire,2005,Registered Births in Ireland (Number)
98,Daire,2006,Rank of Name in Ireland  (Number)
63,Daire,2006,Registered Births in Ireland (Number)
123,Daire,2007,Rank of Name in Ireland  (Number)
52,Daire,2007,Registered Births in Ireland (Number)
"""..""",Daire,2008,Rank of Name in Ireland  (Number)
"""..""",Daire,2008,Registered Births in Ireland (Number)
108,Daire,2009,Rank of Name in Ireland  (Number)
70,Daire,2009,Registered Births in Ireland (Number)
100,Daire,2010,Rank of Name in Ireland  (Number)
73,Daire,2010,Registered Births in Ireland (Number)
112,Daire,2011,Rank of Name in Ireland  (Number)
66,Daire,2011,Registered Births in Ireland (Number)
"""..""",Daire,2012,Rank of Name in Ireland  (Number)
"""..""",Daire,2012,Registered Births in Ireland (Number)
120,Daire,2013,Rank of Name in Ireland  (Number)
56,Daire,2013,Registered Births in Ireland (Number)
"""..""",Daire,2014,Rank of Name in Ireland  (Number)
"""..""",Daire,2014,Registered Births in Ireland (Number)
100,Daire,2015,Rank of Name in Ireland  (Number)
71,Daire,2015,Registered Births in Ireland (Number)
"""..""",Daire,2016,Rank of Name in Ireland  (Number)
"""..""",Daire,2016,Registered Births in Ireland (Number)
106,Daire,2017,Rank of Name in Ireland  (Number)
62,Daire,2017,Registered Births in Ireland (Number)
628,Filip,1998,Rank of Name in Ireland  (Number)
0,Filip,1998,Registered Births in Ireland (Number)
0,Filip,1999,Rank of Name in Ireland  (Number)
0,Filip,1999,Registered Births in Ireland (Number)
686,Filip,2000,Rank of Name in Ireland  (Number)
0,Filip,2000,Registered Births in Ireland (Number)
0,Filip,2001,Rank of Name in Ireland  (Number)
0,Filip,2001,Registered Births in Ireland (Number)
0,Filip,2002,Rank of Name in Ireland  (Number)
0,Filip,2002,Registered Births in Ireland (Number)
504,Filip,2003,Rank of Name in Ireland  (Number)
0,Filip,2003,Registered Births in Ireland (Number)
441,Filip,2004,Rank of Name in Ireland  (Number)
0,Filip,2004,Registered Births in Ireland (Number)
278,Filip,2005,Rank of Name in Ireland  (Number)
9,Filip,2005,Registered Births in Ireland (Number)
202,Filip,2006,Rank of Name in Ireland  (Number)
19,Filip,2006,Registered Births in Ireland (Number)
134,Filip,2007,Rank of Name in Ireland  (Number)
47,Filip,2007,Registered Births in Ireland (Number)
95,Filip,2008,Rank of Name in Ireland  (Number)
82,Filip,2008,Registered Births in Ireland (Number)
87,Filip,2009,Rank of Name in Ireland  (Number)
93,Filip,2009,Registered Births in Ireland (Number)
71,Filip,2010,Rank of Name in Ireland  (Number)
108,Filip,2010,Registered Births in Ireland (Number)
80,Filip,2011,Rank of Name in Ireland  (Number)
96,Filip,2011,Registered Births in Ireland (Number)
76,Filip,2012,Rank of Name in Ireland  (Number)
104,Filip,2012,Registered Births in Ireland (Number)
102,Filip,2013,Rank of Name in Ireland  (Number)
69,Filip,2013,Registered Births in Ireland (Number)
"""..""",Filip,2014,Rank of Name in Ireland  (Number)
"""..""",Filip,2014,Registered Births in Ireland (Number)
"""..""",Filip,2015,Rank of Name in Ireland  (Number)
"""..""",Filip,2015,Registered Births in Ireland (Number)
"""..""",Filip,2016,Rank of Name in Ireland  (Number)
"""..""",Filip,2016,Registered Births in Ireland (Number)
105,Filip,2017,Rank of Name in Ireland  (Number)
63,Filip,2017,Registered Births in Ireland (Number)
42,Lee,1998,Rank of Name in Ireland  (Number)
143,Lee,1998,Registered Births in Ireland (Number)
46,Lee,1999,Rank of Name in Ireland  (Number)
143,Lee,1999,Registered Births in Ireland (Number)
44,Lee,2000,Rank of Name in Ireland  (Number)
158,Lee,2000,Registered Births in Ireland (Number)
47,Lee,2001,Rank of Name in Ireland  (Number)
158,Lee,2001,Registered Births in Ireland (Number)
46,Lee,2002,Rank of Name in Ireland  (Number)
153,Lee,2002,Registered Births in Ireland (Number)
42,Lee,2003,Rank of Name in Ireland  (Number)
147,Lee,2003,Registered Births in Ireland (Number)
46,Lee,2004,Rank of Name in Ireland  (Number)
161,Lee,2004,Registered Births in Ireland (Number)
46,Lee,2005,Rank of Name in Ireland  (Number)
162,Lee,2005,Registered Births in Ireland (Number)
55,Lee,2006,Rank of Name in Ireland  (Number)
138,Lee,2006,Registered Births in Ireland (Number)
70,Lee,2007,Rank of Name in Ireland  (Number)
114,Lee,2007,Registered Births in Ireland (Number)
"""..""",Lee,2008,Rank of Name in Ireland  (Number)
"""..""",Lee,2008,Registered Births in Ireland (Number)
90,Lee,2009,Rank of Name in Ireland  (Number)
87,Lee,2009,Registered Births in Ireland (Number)
81,Lee,2010,Rank of Name in Ireland  (Number)
96,Lee,2010,Registered Births in Ireland (Number)
111,Lee,2011,Rank of Name in Ireland  (Number)
67,Lee,2011,Registered Births in Ireland (Number)
"""..""",Lee,2012,Rank of Name in Ireland  (Number)
"""..""",Lee,2012,Registered Births in Ireland (Number)
126,Lee,2013,Rank of Name in Ireland  (Number)
52,Lee,2013,Registered Births in Ireland (Number)
"""..""",Lee,2014,Rank of Name in Ireland  (Number)
"""..""",Lee,2014,Registered Births in Ireland (Number)
"""..""",Lee,2015,Rank of Name in Ireland  (Number)
"""..""",Lee,2015,Registered Births in Ireland (Number)
"""..""",Lee,2016,Rank of Name in Ireland  (Number)
"""..""",Lee,2016,Registered Births in Ireland (Number)
188,Lee,2017,Rank of Name in Ireland  (Number)
31,Lee,2017,Registered Births in Ireland (Number)
34,Paul,1998,Rank of Name in Ireland  (Number)
183,Paul,1998,Registered Births in Ireland (Number)
39,Paul,1999,Rank of Name in Ireland  (Number)
189,Paul,1999,Registered Births in Ireland (Number)
40,Paul,2000,Rank of Name in Ireland  (Number)
182,Paul,2000,Registered Births in Ireland (Number)
43,Paul,2001,Rank of Name in Ireland  (Number)
165,Paul,2001,Registered Births in Ireland (Number)
45,Paul,2002,Rank of Name in Ireland  (Number)
154,Paul,2002,Registered Births in Ireland (Number)
48,Paul,2003,Rank of Name in Ireland  (Number)
137,Paul,2003,Registered Births in Ireland (Number)
43,Paul,2004,Rank of Name in Ireland  (Number)
167,Paul,2004,Registered Births in Ireland (Number)
54,Paul,2005,Rank of Name in Ireland  (Number)
145,Paul,2005,Registered Births in Ireland (Number)
62,Paul,2006,Rank of Name in Ireland  (Number)
125,Paul,2006,Registered Births in Ireland (Number)
72,Paul,2007,Rank of Name in Ireland  (Number)
111,Paul,2007,Registered Births in Ireland (Number)
76,Paul,2008,Rank of Name in Ireland  (Number)
113,Paul,2008,Registered Births in Ireland (Number)
76,Paul,2009,Rank of Name in Ireland  (Number)
104,Paul,2009,Registered Births in Ireland (Number)
90,Paul,2010,Rank of Name in Ireland  (Number)
87,Paul,2010,Registered Births in Ireland (Number)
97,Paul,2011,Rank of Name in Ireland  (Number)
81,Paul,2011,Registered Births in Ireland (Number)
"""..""",Paul,2012,Rank of Name in Ireland  (Number)
"""..""",Paul,2012,Registered Births in Ireland (Number)
124,Paul,2013,Rank of Name in Ireland  (Number)
53,Paul,2013,Registered Births in Ireland (Number)
"""..""",Paul,2014,Rank of Name in Ireland  (Number)
"""..""",Paul,2014,Registered Births in Ireland (Number)
"""..""",Paul,2015,Rank of Name in Ireland  (Number)
"""..""",Paul,2015,Registered Births in Ireland (Number)
"""..""",Paul,2016,Rank of Name in Ireland  (Number)
"""..""",Paul,2016,Registered Births in Ireland (Number)
169,Paul,2017,Rank of Name in Ireland  (Number)
35,Paul,2017,Registered Births in Ireland (Number)
"""..""",Zach,1998,Rank of Name in Ireland  (Number)
"""..""",Zach,1998,Registered Births in Ireland (Number)
"""..""",Zach,1999,Rank of Name in Ireland  (Number)
"""..""",Zach,1999,Registered Births in Ireland (Number)
"""..""",Zach,2000,Rank of Name in Ireland  (Number)
"""..""",Zach,2000,Registered Births in Ireland (Number)
"""..""",Zach,2001,Rank of Name in Ireland  (Number)
"""..""",Zach,2001,Registered Births in Ireland (Number)
"""..""",Zach,2002,Rank of Name in Ireland  (Number)
"""..""",Zach,2002,Registered Births in Ireland (Number)
"""..""",Zach,2003,Rank of Name in Ireland  (Number)
"""..""",Zach,2003,Registered Births in Ireland (Number)
"""..""",Zach,2004,Rank of Name in Ireland  (Number)
"""..""",Zach,2004,Registered Births in Ireland (Number)
"""..""",Zach,2005,Rank of Name in Ireland  (Number)
"""..""",Zach,2005,Registered Births in Ireland (Number)
"""..""",Zach,2006,Rank of Name in Ireland  (Number)
"""..""",Zach,2006,Registered Births in Ireland (Number)
"""..""",Zach,2007,Rank of Name in Ireland  (Number)
"""..""",Zach,2007,Registered Births in Ireland (Number)
121,Zach,2008,Rank of Name in Ireland  (Number)
62,Zach,2008,Registered Births in Ireland (Number)
"""..""",Zach,2009,Rank of Name in Ireland  (Number)
"""..""",Zach,2009,Registered Births in Ireland (Number)
"""..""",Zach,2010,Rank of Name in Ireland  (Number)
"""..""",Zach,2010,Registered Births in Ireland (Number)
96,Zach,2011,Rank of Name in Ireland  (Number)
82,Zach,2011,Registered Births in Ireland (Number)
88,Zach,2012,Rank of Name in Ireland  (Number)
93,Zach,2012,Registered Births in Ireland (Number)
106,Zach,2013,Rank of Name in Ireland  (Number)
68,Zach,2013,Registered Births in Ireland (Number)
"""..""",Zach,2014,Rank of Name in Ireland  (Number)
"""..""",Zach,2014,Registered Births in Ireland (Number)
"""..""",Zach,2015,Rank of Name in Ireland  (Number)
"""..""",Zach,2015,Registered Births in Ireland (Number)
97,Zach,2016,Rank of Name in Ireland  (Number)
74,Zach,2016,Registered Births in Ireland (Number)
104,Zach,2017,Rank of Name in Ireland  (Number)
65,Zach,2017,Registered Births in Ireland (Number)
102,Lorcan,1998,Rank of Name in Ireland  (Number)
39,Lorcan,1998,Registered Births in Ireland (Number)
95,Lorcan,1999,Rank of Name in Ireland  (Number)
50,Lorcan,1999,Registered Births in Ireland (Number)
92,Lorcan,2000,Rank of Name in Ireland  (Number)
55,Lorcan,2000,Registered Births in Ireland (Number)
93,Lorcan,2001,Rank of Name in Ireland  (Number)
57,Lorcan,2001,Registered Births in Ireland (Number)
97,Lorcan,2002,Rank of Name in Ireland  (Number)
51,Lorcan,2002,Registered Births in Ireland (Number)
119,Lorcan,2003,Rank of Name in Ireland  (Number)
40,Lorcan,2003,Registered Births in Ireland (Number)
91,Lorcan,2004,Rank of Name in Ireland  (Number)
66,Lorcan,2004,Registered Births in Ireland (Number)
111,Lorcan,2005,Rank of Name in Ireland  (Number)
50,Lorcan,2005,Registered Births in Ireland (Number)
105,Lorcan,2006,Rank of Name in Ireland  (Number)
57,Lorcan,2006,Registered Births in Ireland (Number)
112,Lorcan,2007,Rank of Name in Ireland  (Number)
64,Lorcan,2007,Registered Births in Ireland (Number)
"""..""",Lorcan,2008,Rank of Name in Ireland  (Number)
"""..""",Lorcan,2008,Registered Births in Ireland (Number)
92,Lorcan,2009,Rank of Name in Ireland  (Number)
82,Lorcan,2009,Registered Births in Ireland (Number)
97,Lorcan,2010,Rank of Name in Ireland  (Number)
74,Lorcan,2010,Registered Births in Ireland (Number)
108,Lorcan,2011,Rank of Name in Ireland  (Number)
70,Lorcan,2011,Registered Births in Ireland (Number)
"""..""",Lorcan,2012,Rank of Name in Ireland  (Number)
"""..""",Lorcan,2012,Registered Births in Ireland (Number)
115,Lorcan,2013,Rank of Name in Ireland  (Number)
61,Lorcan,2013,Registered Births in Ireland (Number)
100,Lorcan,2014,Rank of Name in Ireland  (Number)
76,Lorcan,2014,Registered Births in Ireland (Number)
87,Lorcan,2015,Rank of Name in Ireland  (Number)
86,Lorcan,2015,Registered Births in Ireland (Number)
96,Lorcan,2016,Rank of Name in Ireland  (Number)
75,Lorcan,2016,Registered Births in Ireland (Number)
111,Lorcan,2017,Rank of Name in Ireland  (Number)
58,Lorcan,2017,Registered Births in Ireland (Number)
0,Kacper,1998,Rank of Name in Ireland  (Number)
0,Kacper,1998,Registered Births in Ireland (Number)
0,Kacper,1999,Rank of Name in Ireland  (Number)
0,Kacper,1999,Registered Births in Ireland (Number)
0,Kacper,2000,Rank of Name in Ireland  (Number)
0,Kacper,2000,Registered Births in Ireland (Number)
0,Kacper,2001,Rank of Name in Ireland  (Number)
0,Kacper,2001,Registered Births in Ireland (Number)
0,Kacper,2002,Rank of Name in Ireland  (Number)
0,Kacper,2002,Registered Births in Ireland (Number)
0,Kacper,2003,Rank of Name in Ireland  (Number)
0,Kacper,2003,Registered Births in Ireland (Number)
504,Kacper,2004,Rank of Name in Ireland  (Number)
0,Kacper,2004,Registered Births in Ireland (Number)
399,Kacper,2005,Rank of Name in Ireland  (Number)
5,Kacper,2005,Registered Births in Ireland (Number)
213,Kacper,2006,Rank of Name in Ireland  (Number)
17,Kacper,2006,Registered Births in Ireland (Number)
108,Kacper,2007,Rank of Name in Ireland  (Number)
66,Kacper,2007,Registered Births in Ireland (Number)
"""..""",Kacper,2008,Rank of Name in Ireland  (Number)
"""..""",Kacper,2008,Registered Births in Ireland (Number)
95,Kacper,2009,Rank of Name in Ireland  (Number)
79,Kacper,2009,Registered Births in Ireland (Number)
102,Kacper,2010,Rank of Name in Ireland  (Number)
69,Kacper,2010,Registered Births in Ireland (Number)
104,Kacper,2011,Rank of Name in Ireland  (Number)
73,Kacper,2011,Registered Births in Ireland (Number)
98,Kacper,2012,Rank of Name in Ireland  (Number)
79,Kacper,2012,Registered Births in Ireland (Number)
107,Kacper,2013,Rank of Name in Ireland  (Number)
67,Kacper,2013,Registered Births in Ireland (Number)
"""..""",Kacper,2014,Rank of Name in Ireland  (Number)
"""..""",Kacper,2014,Registered Births in Ireland (Number)
"""..""",Kacper,2015,Rank of Name in Ireland  (Number)
"""..""",Kacper,2015,Registered Births in Ireland (Number)
"""..""",Kacper,2016,Rank of Name in Ireland  (Number)
"""..""",Kacper,2016,Registered Births in Ireland (Number)
188,Kacper,2017,Rank of Name in Ireland  (Number)
31,Kacper,2017,Registered Births in Ireland (Number)
188,Billy,1998,Rank of Name in Ireland  (Number)
12,Billy,1998,Registered Births in Ireland (Number)
144,Billy,1999,Rank of Name in Ireland  (Number)
23,Billy,1999,Registered Births in Ireland (Number)
174,Billy,2000,Rank of Name in Ireland  (Number)
16,Billy,2000,Registered Births in Ireland (Number)
145,Billy,2001,Rank of Name in Ireland  (Number)
25,Billy,2001,Registered Births in Ireland (Number)
138,Billy,2002,Rank of Name in Ireland  (Number)
30,Billy,2002,Registered Births in Ireland (Number)
156,Billy,2003,Rank of Name in Ireland  (Number)
25,Billy,2003,Registered Births in Ireland (Number)
107,Billy,2004,Rank of Name in Ireland  (Number)
54,Billy,2004,Registered Births in Ireland (Number)
101,Billy,2005,Rank of Name in Ireland  (Number)
61,Billy,2005,Registered Births in Ireland (Number)
103,Billy,2006,Rank of Name in Ireland  (Number)
59,Billy,2006,Registered Births in Ireland (Number)
120,Billy,2007,Rank of Name in Ireland  (Number)
54,Billy,2007,Registered Births in Ireland (Number)
"""..""",Billy,2008,Rank of Name in Ireland  (Number)
"""..""",Billy,2008,Registered Births in Ireland (Number)
112,Billy,2009,Rank of Name in Ireland  (Number)
67,Billy,2009,Registered Births in Ireland (Number)
121,Billy,2010,Rank of Name in Ireland  (Number)
61,Billy,2010,Registered Births in Ireland (Number)
101,Billy,2011,Rank of Name in Ireland  (Number)
77,Billy,2011,Registered Births in Ireland (Number)
100,Billy,2012,Rank of Name in Ireland  (Number)
76,Billy,2012,Registered Births in Ireland (Number)
110,Billy,2013,Rank of Name in Ireland  (Number)
66,Billy,2013,Registered Births in Ireland (Number)
95,Billy,2014,Rank of Name in Ireland  (Number)
81,Billy,2014,Registered Births in Ireland (Number)
79,Billy,2015,Rank of Name in Ireland  (Number)
97,Billy,2015,Registered Births in Ireland (Number)
77,Billy,2016,Rank of Name in Ireland  (Number)
91,Billy,2016,Registered Births in Ireland (Number)
74,Billy,2017,Rank of Name in Ireland  (Number)
95,Billy,2017,Registered Births in Ireland (Number)
268,Kian,1998,Rank of Name in Ireland  (Number)
5,Kian,1998,Registered Births in Ireland (Number)
184,Kian,1999,Rank of Name in Ireland  (Number)
14,Kian,1999,Registered Births in Ireland (Number)
99,Kian,2000,Rank of Name in Ireland  (Number)
50,Kian,2000,Registered Births in Ireland (Number)
63,Kian,2001,Rank of Name in Ireland  (Number)
106,Kian,2001,Registered Births in Ireland (Number)
73,Kian,2002,Rank of Name in Ireland  (Number)
86,Kian,2002,Registered Births in Ireland (Number)
65,Kian,2003,Rank of Name in Ireland  (Number)
106,Kian,2003,Registered Births in Ireland (Number)
67,Kian,2004,Rank of Name in Ireland  (Number)
102,Kian,2004,Registered Births in Ireland (Number)
74,Kian,2005,Rank of Name in Ireland  (Number)
91,Kian,2005,Registered Births in Ireland (Number)
85,Kian,2006,Rank of Name in Ireland  (Number)
77,Kian,2006,Registered Births in Ireland (Number)
101,Kian,2007,Rank of Name in Ireland  (Number)
72,Kian,2007,Registered Births in Ireland (Number)
"""..""",Kian,2008,Rank of Name in Ireland  (Number)
"""..""",Kian,2008,Registered Births in Ireland (Number)
95,Kian,2009,Rank of Name in Ireland  (Number)
79,Kian,2009,Registered Births in Ireland (Number)
123,Kian,2010,Rank of Name in Ireland  (Number)
60,Kian,2010,Registered Births in Ireland (Number)
101,Kian,2011,Rank of Name in Ireland  (Number)
77,Kian,2011,Registered Births in Ireland (Number)
"""..""",Kian,2012,Rank of Name in Ireland  (Number)
"""..""",Kian,2012,Registered Births in Ireland (Number)
152,Kian,2013,Rank of Name in Ireland  (Number)
42,Kian,2013,Registered Births in Ireland (Number)
"""..""",Kian,2014,Rank of Name in Ireland  (Number)
