,,,,,,,,,,,,,,,,,,,,,,,
Pojkars tilltalsnamn 1998-2020,,,,,,,,,,,,,,,,,,,,,,,
Boys' first names 1998-2020,,,,,,,,,,,,,,,,,,,,,,,
Tabellen visar i alfabetisk ordning alla tilltalsnamn som getts till minst 10 pojkar under något av åren.,,,,,,,,,,,,,,,,,,,,,,,
Varje stavning redovisas som ett eget namn.  - = färre än 10.,,,,,,,,,,,,,,,,,,,,,,,
The table includes an alphabetical list of all 'usual' given names assigned to more than ten boys for at least part of the period.,,,,,,,,,,,,,,,,,,,,,,,
Every spelling variation is counted as a name in its own right. The symbol '-' indicates that fewer than 10 boys were given the name.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Namn / Name,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Lennon,-,-,-,-,-,-,-,-,-,12,-,10,11,15,14,23,20,32,30,21,29,20,26
Lennox,-,-,-,-,-,-,-,-,-,-,-,17,28,22,35,63,51,64,95,83,66,64,51
Leo,109,140,178,238,312,454,575,631,666,658,682,681,757,634,666,613,563,543,535,543,521,546,540
Leon,36,55,71,71,107,135,147,236,273,262,301,359,371,358,381,378,395,446,466,403,441,429,511
León,-,-,-,-,-,-,-,-,20,-,12,11,-,16,17,-,17,14,-,10,21,14,11
Léon,-,-,-,-,-,-,11,27,18,14,23,22,31,38,28,30,25,40,40,34,35,54,47
Leonard,22,27,44,33,35,53,47,44,50,48,48,47,53,42,63,52,46,58,57,74,77,52,57
Leonardo,12,24,18,19,21,24,21,36,28,36,25,40,33,31,29,45,28,51,49,32,48,29,36
Leonel,-,-,-,-,-,-,-,-,-,-,-,14,25,20,29,34,36,32,36,51,53,59,53
Leonell,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-
Leonidas,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,10,10,-,25,20,15,25,20
Leopold,-,-,-,16,15,19,19,22,18,19,25,22,24,19,16,19,33,19,28,23,15,30,22
Levi,-,-,-,-,11,10,-,13,-,25,44,51,90,108,127,104,108,130,112,125,163,167,183
Lewi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,13
Levin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-
Levis,-,-,-,-,-,-,-,-,-,-,10,14,15,25,18,17,14,16,12,11,13,20,25
Lewis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,13,12,16,12,16
Lex,-,-,-,-,-,-,-,-,-,-,13,11,-,10,11,12,23,18,23,21,28,22,19
Lexus,-,-,-,-,-,-,-,-,-,-,-,-,-,10,17,-,-,-,-,-,-,-,-
Liam,57,98,147,209,296,522,537,670,643,745,744,680,782,746,720,706,725,750,788,823,830,759,694
Lian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,14,16,22,18,21
Lias,-,-,-,-,-,-,-,-,12,10,15,14,20,22,21,11,10,17,18,52,141,119,121
Lincoln,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,11,11,12,13,14
Link,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,10,-,-
Linton,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,30
Linus,749,770,808,850,815,853,743,730,671,544,508,419,393,325,252,235,208,155,126,128,84,104,78
Lio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-
Lion,-,-,-,-,-,-,-,-,-,11,-,10,21,22,38,43,47,46,56,61,81,63,65
Lionel,-,-,-,-,-,-,-,-,-,11,12,15,41,62,61,42,58,61,73,55,66,78,83
Lo,-,-,-,-,-,-,10,-,-,-,-,12,22,18,18,39,29,46,37,36,40,34,31
Loa,-,-,-,-,-,-,-,-,-,10,10,11,13,14,22,22,39,35,35,33,50,50,48
Loah,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-
Loe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-
Logan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,13,10,19,15,17,14
Loke,-,23,23,38,54,86,103,110,112,153,141,163,179,230,220,258,284,297,271,265,248,254,251
Lorens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10
Lorent,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-
Lorentz,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,10,10,20,18,19
Lorenzo,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,10,15,10,12,20,11,17,15
Lorian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-
Lorik,-,-,-,-,-,-,-,-,-,-,-,-,12,15,12,18,19,22,17,22,13,12,16
Lou,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,13,14,-,14,-
Loui,-,-,-,-,-,-,-,-,-,-,-,15,20,24,53,96,129,177,196,197,188,229,197
Louie,-,-,-,-,-,-,-,-,-,-,-,11,23,26,43,65,98,114,153,147,164,174,220
Louis,-,-,-,-,-,-,-,-,-,-,-,-,-,10,18,18,27,15,14,27,32,35,24
Love,70,76,90,114,112,137,139,141,161,180,155,219,278,249,247,223,242,324,247,235,228,224,237
Lowe,13,10,13,20,18,42,43,41,74,59,43,50,79,67,76,71,77,113,100,85,92,126,127
Luan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,-,15,15,11,-
Luca,-,-,-,-,-,-,-,-,-,14,19,19,11,-,14,14,16,12,16,22,22,31,29
Lucas,370,402,474,448,490,566,559,587,607,574,589,611,624,578,506,538,520,496,501,480,429,456,426
Lucaz,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,15,-,-,-,-
Ludde,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-
Ludvig,304,297,327,388,343,407,448,436,403,424,397,390,414,424,388,387,386,386,365,329,350,327,321
Ludwig,164,171,155,165,191,227,214,176,211,174,179,165,162,141,174,192,193,154,199,181,147,177,148
Luka,-,-,-,10,12,-,10,17,19,24,16,22,26,19,19,11,12,23,21,17,25,33,31
Lukas,381,456,412,442,487,502,524,502,556,485,491,491,397,374,391,389,323,292,346,305,288,300,279
Lukaz,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-
Luke,-,-,-,-,-,-,-,-,-,-,-,10,-,-,11,-,17,-,20,16,10,-,12
Luqman,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,-,-,11,10,-,-
Lyon,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14
Maddox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,-,-
Magnus,78,44,50,49,42,29,24,30,17,17,17,25,18,10,11,-,13,12,-,-,-,-,-
Mahamed,-,-,-,-,-,-,-,-,-,-,-,-,10,10,10,22,23,15,15,11,-,-,-
Mahdi,-,-,-,-,-,-,-,-,15,15,-,-,14,18,19,14,17,24,18,19,14,18,12
Maher,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,17,-,17,13
Mahir,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,17,18,17,23,22,27
Mahmoud,-,10,-,10,11,10,-,-,-,-,15,-,11,10,17,-,14,21,24,24,21,29,17
Majd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-
Maksim,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,10,-,-,-,-,16
Maksymilian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10
Malcolm,16,19,15,21,23,24,26,23,22,26,26,24,25,19,28,33,32,30,21,31,22,22,29
Malcom,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,10,-,-,-,-,-,-,-
Malek,-,-,-,-,-,-,-,-,10,-,-,-,18,16,-,18,17,11,17,18,20,14,29
Malik,-,-,-,-,-,-,13,10,20,-,13,19,14,15,24,32,30,16,24,33,31,41,46
Malte,32,44,54,88,119,168,196,227,240,330,295,342,318,326,313,350,349,368,317,295,347,312,382
Malve,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,12,12
Manfred,11,10,10,16,16,13,16,15,24,25,18,29,33,20,23,35,40,48,57,46,47,47,33
Manne,-,10,-,-,15,11,18,11,12,12,18,15,28,26,25,17,29,32,28,28,30,45,32
Manuel,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11
Marc,-,10,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-
Marcel,-,10,12,10,-,-,10,-,-,-,13,10,19,17,28,25,33,33,30,45,36,44,31
Marcelo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-
Marco,18,18,17,21,18,13,-,14,-,11,11,11,-,13,-,-,-,-,10,-,-,-,-
Marcus,648,599,576,493,462,414,379,282,209,211,171,131,107,96,77,61,63,63,53,42,41,32,42
Mario,15,12,-,12,11,14,18,16,23,20,17,15,15,20,10,24,20,19,16,17,10,10,14
Marius,-,-,-,-,15,12,18,20,24,19,23,-,21,13,18,14,16,-,17,11,12,-,-
Mark,15,15,13,-,10,11,-,-,-,-,11,10,-,16,-,15,15,13,16,16,14,16,17
Marko,16,19,12,11,15,19,14,19,14,10,-,15,10,13,13,14,-,11,-,-,10,12,10
Markus,260,253,200,181,163,165,134,127,102,92,92,64,44,43,43,40,43,35,23,22,19,20,24
Marley,-,-,-,-,-,-,-,-,-,-,-,20,15,11,23,21,27,23,24,18,26,18,18
Marlon,-,-,-,-,-,10,-,12,10,15,-,18,13,20,18,17,17,21,26,18,27,13,13
Martin,493,428,382,332,304,287,231,199,168,159,138,96,104,87,70,78,64,47,53,46,57,28,29
Marwan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,-,21,15,20,21,23
Marvin,-,-,-,-,10,-,-,10,-,10,12,10,12,-,12,16,12,14,17,10,11,14,-
Marwin,-,-,-,-,-,-,10,12,-,-,-,-,-,-,-,10,-,11,-,-,-,-,10
Mason,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,23,33,38,38,29,38,31
Masud,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-
Mateo,-,-,-,-,-,-,-,14,21,12,20,14,24,27,39,26,49,54,64,61,108,141,106
Matheo,-,-,-,-,-,-,-,14,14,24,24,25,28,32,40,66,83,97,94,149,193,218,217
Matheus,-,-,-,-,-,-,10,10,14,16,10,15,12,10,15,23,16,22,35,22,27,28,16
Mathias,123,134,84,78,73,80,47,39,46,35,41,27,25,17,25,18,14,21,22,14,11,14,22
Matias,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,15,11
Matin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,11,12,10,-
Mats,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Matteo,-,-,-,-,-,-,15,17,25,25,32,37,45,46,53,64,63,93,97,126,131,218,306
Matteus,-,11,20,19,22,22,30,30,32,39,36,31,30,47,45,37,38,48,46,59,46,47,54
Matthew,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,12,12,-
Matthias,10,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Matti,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-
Mattias,333,323,288,222,196,178,173,118,129,111,99,79,62,53,57,66,50,37,45,46,42,50,39
Mattis,19,13,26,27,37,30,23,26,30,29,21,32,37,25,34,25,27,32,35,21,20,26,18
Mauritz,-,-,-,-,10,12,-,12,11,-,-,11,-,-,-,-,-,-,10,13,-,-,19
Max,356,394,435,474,518,543,649,636,668,553,538,579,524,460,488,396,362,318,307,294,235,199,225
Maxim,-,-,-,-,-,-,-,-,-,14,-,12,10,11,13,-,-,15,14,13,14,11,14
Maximiliam,-,-,-,-,-,-,-,10,-,-,-,-,12,-,-,12,-,10,-,-,-,-,-
Maximilian,39,51,45,72,93,88,120,92,90,123,163,133,155,142,145,153,152,140,138,138,125,99,98
Maximillian,-,-,-,-,13,-,10,-,-,-,10,12,-,13,12,-,10,10,10,-,-,-,-
Maximus,-,-,-,-,21,16,20,24,31,23,37,34,22,24,23,22,23,26,22,25,18,19,14
Maxwell,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-
Mayar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,14,22,14,12
Mehdi,10,-,-,-,-,-,-,-,-,-,15,-,-,14,-,-,15,11,-,-,-,-,-
Mehmet,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-
Melker,49,65,129,142,183,230,274,274,310,313,284,311,368,382,350,346,343,386,329,334,294,280,265
Melvin,19,24,69,130,207,261,318,445,495,450,459,483,431,365,401,412,337,343,311,257,275,240,236
Melwin,-,-,27,19,42,52,43,104,143,127,113,133,127,105,103,142,145,154,146,145,139,111,98
Mert,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,-,-,-,-,10
Michael,62,52,59,41,51,41,43,30,38,22,34,32,30,32,31,23,35,34,31,42,33,24,22
Michel,16,19,17,-,16,11,13,14,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-
Miguel,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-
Mika,-,-,12,-,-,-,-,-,-,-,10,-,-,-,-,15,10,-,-,-,12,-,12
Mikael,154,134,113,106,72,71,61,55,58,57,46,43,55,53,43,50,46,49,52,33,39,58,67
Mikail,-,-,-,10,-,-,-,-,11,11,-,10,18,-,-,12,15,16,20,10,17,12,11
Mike,-,-,-,11,13,-,-,-,-,12,-,-,-,-,-,11,-,-,11,-,-,-,-
Milad,-,11,-,-,-,-,-,-,10,-,-,-,-,-,-,-,11,-,-,-,-,11,-
Milan,-,-,10,-,-,-,12,12,13,18,23,24,18,19,27,36,44,43,52,61,90,86,76
Milas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,12,-,17,19,11
Mileon,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,15,-,-,-
Miliam,-,-,-,-,-,-,-,-,-,-,-,-,10,11,22,20,26,25,17,-,13,10,-
Milian,-,-,-,-,-,-,-,-,13,16,25,30,30,49,54,75,80,108,133,139,135,113,113
Milio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,11,13,17,10,22,18,14
Mille,-,-,-,-,-,-,24,33,40,37,67,78,65,64,67,64,47,48,54,49,40,25,30
Million,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,11,11,13
Milo,-,-,-,-,-,-,-,34,52,95,144,259,370,300,281,317,264,241,245,254,275,231,234
Milton,17,19,22,44,27,46,68,117,112,180,171,169,196,184,180,212,246,255,245,203,229,222,192
Mingus,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-
Mio,-,-,-,10,26,32,47,67,78,85,101,141,140,156,153,155,159,131,137,122,114,110,98
Mir,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,10,10
Miran,-,-,-,-,-,-,-,-,-,-,-,-,18,13,13,17,19,25,11,16,16,30,39
Miro,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,12,-,-,-,-
Mohamad,11,12,14,12,-,15,17,-,11,10,-,13,10,19,15,-,14,24,39,53,35,33,37
Mohamed,44,53,56,37,32,34,40,42,51,46,62,66,67,72,106,125,122,111,111,131,102,111,95
Mohammad,25,26,23,25,25,36,35,32,41,33,30,37,40,47,43,42,41,49,107,96,111,93,81
Mohammed,47,50,47,41,67,44,58,60,56,63,69,87,83,70,91,85,96,89,84,124,88,113,85
Moltas,-,-,-,14,10,15,23,18,27,22,27,-,14,15,26,14,15,13,-,17,10,-,14
Morgan,34,31,43,33,34,31,39,37,38,31,22,27,20,22,13,21,13,14,-,-,-,-,-
Morris,-,-,11,-,10,20,31,19,35,54,49,45,47,48,48,42,46,35,41,36,30,33,35
Moses,-,-,-,-,-,12,-,-,10,12,-,10,10,-,-,11,14,-,12,-,-,-,-
Mostafa,-,-,10,-,10,-,-,-,14,-,-,12,-,-,-,-,-,-,11,-,-,-,-
Muad,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,14,13,11,10,11
Muhamed,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-
Muhammad,-,-,-,-,-,-,-,-,16,13,-,13,18,15,20,32,31,53,40,47,38,62,62
Muhammed,-,-,10,10,11,-,11,10,-,23,18,13,14,15,18,17,20,19,23,18,10,14,15
Munasar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,13,-,-,-
Munir,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,11,-
Murad,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,10
Musa,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,15,19,-,21,11,15
Musab,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,13,16,12,15,10,-,-
Mustafa,22,27,22,20,25,17,25,26,28,36,41,49,40,43,37,51,31,45,44,38,45,38,45
Måns,109,128,109,138,146,161,181,176,254,241,196,162,184,147,104,128,106,90,67,50,50,51,36
Mårten,33,29,14,16,21,22,17,16,-,11,-,10,-,-,10,-,-,-,-,-,-,-,-
Nabil,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,-,12,10,12,-
Nael,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,10,-
Nahom,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-
Naod,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,-
Natan,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,10,11,27,21,34,34,25
Natanael,-,-,10,-,10,13,13,10,10,11,12,12,12,10,12,15,11,11,15,-,-,-,-
Nathan,-,-,-,-,11,12,16,17,19,20,23,15,21,27,31,38,33,32,35,33,38,35,21
Nathanael,-,-,-,-,12,10,-,12,11,-,12,17,10,19,12,12,-,18,16,19,-,-,-
Nathaniel,-,-,-,-,-,-,-,-,-,14,11,16,15,18,18,28,25,18,18,28,31,24,31
Natnael,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,12,-,-
Nelson,-,-,-,-,-,-,-,-,10,10,-,-,15,15,17,26,24,25,23,31,27,21,19
Nemo,-,-,-,-,-,11,19,22,23,26,22,21,21,24,18,-,17,22,11,14,15,14,13
Neo,-,-,15,27,33,93,137,194,224,259,248,280,304,281,222,182,173,135,126,136,116,94,90
Nicholas,24,22,22,34,29,26,31,23,28,23,31,26,25,25,32,30,37,56,78,66,81,83,101
Nick,22,10,11,-,12,15,10,16,12,15,-,18,10,17,10,-,12,10,-,12,-,10,11
Nicklas,53,47,32,22,27,19,18,18,18,12,11,-,12,-,-,-,-,-,-,-,-,-,-
Niclas,64,55,49,45,41,25,21,13,12,10,-,-,-,-,-,-,-,-,-,-,-,-,-
Nico,-,-,-,-,-,10,-,-,10,16,18,11,13,19,10,10,15,19,13,17,35,25,24
Nicolai,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,10,-,-,-,-,-,20,-
Nicolas,12,19,28,29,20,21,22,32,35,29,34,31,42,40,49,32,35,51,93,79,88,79,80
Niilo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,20,-
Niklas,247,190,132,133,87,81,69,52,40,52,36,22,33,15,18,20,18,17,17,17,-,13,14
Niko,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15
Nikola,20,19,23,18,-,10,21,21,20,17,21,22,16,22,19,16,13,12,22,17,23,20,30
Nikolai,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,12,12,17,11,16,22
Nikolaj,-,-,-,-,-,-,15,-,11,11,-,-,13,14,12,-,15,11,13,17,14,21,18
Nikolas,-,-,-,-,-,-,-,-,-,-,-,-,10,-,17,-,12,12,19,16,16,18,17
Nilas,-,-,-,-,-,-,11,-,-,-,-,18,16,14,12,16,15,11,18,11,-,-,10
Nilo,-,-,-,-,-,-,-,-,-,-,-,-,16,16,14,25,18,17,24,25,21,34,35
Nils,143,173,197,212,237,263,255,288,308,346,362,391,427,480,467,488,514,530,547,484,502,534,533
Nima,-,10,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nino,-,-,-,-,-,10,-,10,11,17,10,15,14,10,-,-,-,10,-,13,-,-,10
Noa,16,39,44,43,62,65,55,64,61,70,62,67,82,47,75,45,80,53,63,60,56,66,62
Noah,54,100,148,181,236,275,321,364,441,459,516,418,469,402,455,440,486,516,563,593,673,614,695
Noak,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Noam,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,10,-,-,-,-,-,-
Noar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,15,17,10,-
Noel,27,23,55,78,151,252,273,283,265,360,302,352,410,321,331,281,267,295,283,280,291,293,290
Nore,-,-,-,-,-,-,-,-,10,-,10,-,-,-,11,-,17,10,16,11,-,-,13
Norton,-,-,-,-,-,-,13,-,-,12,16,-,11,-,-,-,-,12,-,-,-,-,-
Novak,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-
Odd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,19,14,12,23,10,13,18,11
Oden,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,10,-,-,-
Odin,-,-,-,-,-,-,-,-,12,-,11,-,13,10,15,19,19,17,25,21,14,21,25
Ola,31,13,13,12,18,14,-,10,18,11,-,-,10,11,-,11,-,-,-,-,-,-,-
Oliver,476,476,494,559,647,633,627,653,601,649,669,684,725,669,596,708,637,626,594,658,611,565,576
Oliwer,40,38,44,60,69,67,57,63,77,74,73,76,67,70,82,76,100,69,92,93,90,72,58
Olivier,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,10,-,11,10,-,-,-,-
Olle,172,174,186,202,276,337,355,395,432,447,421,434,464,602,588,578,458,441,414,388,378,349,358
Olliver,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Olof,76,65,53,79,80,75,85,77,75,84,72,87,70,83,52,66,92,89,101,91,98,89,76
Olov,-,10,-,-,-,-,10,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-
Omar,46,39,42,40,24,37,36,37,49,59,57,49,61,60,67,91,101,134,151,180,146,173,157
Omer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,10,11,-,13,11,13,10
Oscar,639,699,590,604,650,572,624,633,636,578,584,613,669,547,570,545,482,459,587,600,465,426,453
Oskar,545,640,545,492,507,479,522,523,521,418,478,396,437,408,346,355,322,277,288,292,238,217,215
Osman,10,-,-,-,12,-,-,-,-,-,11,-,14,-,10,-,12,14,-,12,19,17,24
Ossian,16,23,26,24,33,45,48,48,47,85,63,81,104,84,88,88,92,90,83,79,81,80,81
Otis,-,-,-,-,-,-,-,-,-,10,18,26,27,33,45,36,67,61,62,65,74,109,134
Otto,52,48,68,62,65,99,100,115,116,129,152,149,144,141,170,145,185,214,225,256,256,250,395
Owen,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-
Ozzy,-,-,-,-,-,-,-,-,-,-,-,15,12,16,11,12,-,-,-,-,-,-,10
Pascal,-,-,-,-,-,11,-,-,-,-,-,-,-,-,12,-,-,10,-,-,12,-,16
Patric,26,14,16,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Patrick,19,12,15,21,20,10,15,10,-,12,14,-,10,-,-,-,-,-,11,11,-,-,-
Patrik,124,93,84,71,74,55,49,42,29,28,25,20,20,16,15,16,16,13,-,15,-,10,13
Paul,26,18,20,14,16,17,22,11,10,19,16,14,15,12,13,15,18,11,20,16,22,15,13
Pelle,27,26,24,21,38,42,35,44,50,50,46,49,63,68,57,60,61,63,49,50,59,52,63
Per,59,54,38,33,42,41,24,24,21,23,15,25,15,21,10,11,14,-,-,-,-,-,-
Peter,54,52,42,40,41,34,21,24,23,33,21,20,19,14,14,14,18,13,17,24,-,12,13
Petrus,10,-,13,10,16,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-
Petter,92,84,96,84,83,67,61,55,46,47,46,46,38,38,33,32,28,26,16,14,10,-,11
Philip,465,454,409,368,316,341,374,265,271,229,226,204,205,183,223,220,184,203,205,182,183,202,192
Philippe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,18,19
Phoenix,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,19,12,19
Pierre,22,12,12,11,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pontus,471,411,368,339,334,325,296,214,201,166,133,112,104,110,95,71,67,44,51,33,25,22,20
Pär,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rafael,-,-,16,11,-,13,17,12,25,19,19,20,33,28,33,18,33,34,28,41,30,37,42
Ragnar,-,-,-,-,10,13,-,-,-,15,11,12,13,-,-,13,26,27,34,35,53,52,51
Ralf,-,-,-,-,-,-,-,-,-,-,-,-,12,23,21,42,37,48,46,53,63,59,55
Ralph,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,15,18,22,33,34,33,35,37
Ramadan,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-
Raman,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-
Rami,10,-,11,-,10,17,-,15,13,13,16,16,17,25,18,12,16,11,-,13,24,13,16
Raphael,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,16,15
Rasmus,586,658,613,639,612,653,648,532,476,422,404,415,398,347,285,239,221,172,159,100,96,89,59
Rayan,-,-,-,-,-,-,-,13,12,19,26,28,39,35,50,52,56,65,65,86,93,92,78
Razmus,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rex,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-
Richard,65,76,64,33,47,38,27,21,24,12,11,12,-,-,11,13,-,10,15,-,-,-,-
Rickard,91,108,72,64,51,41,49,30,29,23,16,15,16,15,-,-,-,-,-,-,-,-,-
Ricky,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ridwan,-,-,-,-,-,-,-,-,-,10,-,-,-,-,10,12,-,11,13,12,-,10,-
Rikard,41,51,30,40,21,21,-,15,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rio,-,-,-,-,-,-,-,-,-,-,14,-,16,14,20,20,27,23,33,30,29,44,53
River,-,-,-,-,-,-,-,-,-,-,14,10,-,13,14,13,12,-,-,-,-,-,14
